"","V1","V2","V2A","C_COW_ALPHA","B_COUNTRY_ALPHA","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125_05","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V144G","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215_07","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V228_LOCAL","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","X003R2","X003R","V243","V244","V245","V246","V247","V248","V248_CS","V249","V250","V254","N_REGION_ISO","V256","V256B","V257","V258","V258A","V260","V261","V262","Y001","Y001_1","Y001_2","Y001_3","Y001_4","Y001_5","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","WEIGHTB","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","COW"
"127",6,840,840,"USA","USA",176,1,3,3,4,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,7,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,3,2,3,1,2,4,4,4,4,3,7,6,1,2,4,1,2,1,3,4,1,1,3,1,2,3,5,1,5,2,4,5,1,3,4,4,2,2,2,4,2,2,2,3,3,NA,NA,NA,NA,NA,6,5,5,10,4,6,5,2,2,2,4,2,2,2,2,3,3,4,3,3,4,4,4,3,2,2,3,3,3,3,4,4,4,2,4,2,4,5,8,3,3,4,3,7,8,7,8,2,3,2e+07,2,2,2,1,1,2,2,2,9,3,4,1,2,5,8,6,7,3,2,2,6,2,3,4,4,3,2,4,2,4,4,4,1,5,1,5,5,1,1,3,3,3,4,1,4,3,2,3,5,7,7,6,9,8,1,1,1,1,1,8,5,5,5,2,1,1,1,2,2,2,2,3,3,4,4,1,1,5,5,3,2,2,2,2,NA,NA,1,2,NA,4,7,2,1,NA,2,3,5,2,1957,54,3,4,2,2,1,1,1240,7,840109,54,2,840004,840043,840005,840074,1240,0.58,0.58,1,20110610,2011,0,0,0,0,0,0,1,1,0.275556,1,0.638889,1,0.5,0.33,0.33,0.386667,1,0.33,0,0.166667,0.165556,1,0,0,0,0,1,0.33,0.66,0.66,0.55,1,1,1,1,1,1,1,1,1,1,1,0.777778,0.444444,0.444444,0.555555,1,0,0,0,0,1,2,8400600127,0.259857,0.389785,84006212011,8406,8402011,2
"128",6,840,840,"USA","USA",177,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,8,1,2,1,2,2,2,1,2,2,1,1,NA,2,2,2,2,2,2,1,2,2,3,3,1,1,1,1,4,4,4,1,7,6,3,3,5,1,2,1,3,1,2,1,3,3,3,2,5,1,5,1,2,3,1,1,1,1,2,1,2,2,1,1,2,3,3,4,5,NA,NA,NA,6,2,4,7,6,3,6,1,2,2,3,2,2,1,1,2,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,4,4,NA,1,8,2,10,6,8,8,8,9,10,9,8,2,1,2e+07,2,2,2,1,1,1,2,2,10,1,3,2,2,6,7,7,8,4,3,4,4,3,3,4,4,3,2,4,4,4,4,4,1,1,5,1,1,4,3,2,2,3,1,1,3,3,1,1,9,10,4,4,2,7,1,10,1,1,1,8,1,8,8,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,NA,NA,1,1,10,8,8,1,1,NA,4,2,7,2,1949,62,3,5,2,2,1,1,1240,9,840114,46,2,840002,840010,840003,840058,1240,0.27,0.27,1,20110610,2011,1,0,0,0,0,1,1,NA,0.208055,1,0.37963,1,1,0,0,0.333333,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0,0,0.33,0.11,1,0,0,0,0,1,1,1,1,1,1,0.777778,0,0.777778,0.518519,1,0,0,0,0,1,2,8400600128,0.120968,0.181452,84006212011,8406,8402011,2
"129",6,840,840,"USA","USA",178,1,2,2,3,4,2,2,3,2,2,1,2,2,2,2,2,2,2,2,8,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,2,2,1,3,3,2,3,3,3,3,2,8,8,1,4,10,3,2,2,1,1,2,1,2,2,2,4,4,4,4,4,3,3,4,3,4,4,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,8,8,8,8,8,8,8,1,2,2,2,1,1,1,1,2,2,NA,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,10,10,2,2,2e+07,2,4,8,2,1,2,2,2,8,2,2,2,2,7,7,7,8,4,4,4,8,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,5,5,5,5,4,4,3,3,3,3,1,2,2,2,2,5,5,5,5,5,10,10,10,10,10,10,8,8,9,9,9,10,10,10,1,2,2,2,2,2,1,5,1,1,5,5,5,5,2,2,2,840002,840002,4,NA,8,8,9,1,1,NA,2,3,8,1,1937,74,3,6,2,2,1,1,1240,6,840107,17,2,840002,840032,840002,840021,1240,0.6,0.6,1,20110610,2011,3,1,1,0,0,1,2,0,0.526667,1,0.646204,1,0.5,0,0.33,0.276667,1,0.33,1,0.5,0.61,1,1,1,1,1,1,0,0.33,0.33,0.22,1,0,0,1,0.333333,1,0.5,0.66,0.66,0.606667,1,0.777778,0.777778,0.888889,0.814815,1,0.66,1,0.83,0.83,1,2,8400600129,0.268817,0.403226,84006212011,8406,8402011,2
"130",6,840,840,"USA","USA",179,1,2,2,3,2,3,1,2,1,1,1,2,1,2,1,2,2,2,2,7,2,0,2,0,0,1,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,3,2,3,2,1,3,3,4,3,2,8,3,1,0,7,1,4,3,1,1,2,1,2,1,1,2,4,3,2,3,3,3,4,2,3,4,2,2,2,2,1,2,2,2,2,2,NA,NA,NA,NA,3,5,4,5,3,4,7,2,3,2,4,3,3,3,2,3,3,3,2,3,2,4,3,3,2,3,2,2,2,3,3,2,4,3,4,1,6,1,10,7,2,9,4,6,10,10,7,2,2,100000020,0,6,7,2,1,2,1,2,7,4,4,2,2,7,8,4,8,3,1,2,5,2,3,3,2,2,2,3,3,3,3,3,5,5,5,5,5,3,2,3,2,4,3,1,4,4,4,4,7,7,3,2,3,8,3,2,1,1,1,10,5,7,8,3,1,1,1,2,2,2,2,2,2,4,2,3,3,5,4,3,2,3,2,1,840002,840002,1,1,8,6,6,1,2,1,1,2,6,1,1980,31,2,2,2,2,1,1,1240,9,840112,24,2,840002,840046,840003,840054,1240,1.21,1.21,1,20110610,2011,1,0,0,0,0,1,1,2,0.428611,1,0.56426,1,0,0.33,0,0.11,1,0.66,1,0.833333,0.831111,1,1,0,0,0.333333,1,0.33,0.33,0.66,0.44,1,1,0,1,0.666667,1,1,0.66,1,0.886667,1,1,0.444444,0.666667,0.703704,1,0,0,0,0,1,2,8400600130,0.542115,0.813172,84006212011,8406,8402011,2
"131",6,840,840,"USA","USA",180,1,1,1,3,2,1,2,3,1,1,2,2,1,1,2,1,2,2,2,7,2,1,0,0,0,0,0,2,0,0,0,0,1,2,2,1,2,2,1,2,2,3,1,3,1,1,1,3,4,4,1,8,2,1,3,7,1,2,3,1,1,2,1,3,1,1,5,2,1,1,2,3,4,2,2,2,1,2,2,2,3,1,2,2,2,2,1,NA,NA,NA,NA,4,2,8,10,10,10,8,2,2,2,3,3,3,1,1,3,2,3,4,4,3,4,4,4,3,3,3,2,2,1,2,2,2,2,2,2,10,7,10,10,10,6,9,9,10,10,6,3,1,1e+07,1,3,1,1,1,1,2,2,10,1,4,1,1,4,6,8,3,4,3,4,8,2,4,4,4,4,2,4,3,3,3,3,5,5,5,5,5,2,2,1,1,1,3,1,4,4,2,4,8,10,10,8,7,6,1,1,1,1,1,10,1,10,7,1,1,1,1,1,1,3,1,3,3,5,2,3,3,1,1,1,1,3,3,2,840002,840002,1,1,7,1,10,1,2,1,3,3,5,2,1961,50,3,4,2,2,1,1,1240,8,840110,24,2,840002,840015,840007,840042,1240,1.59,1.59,1,20110610,2011,1,0,0,0,0,1,1,0,0.194445,1,0.555,1,0,0,0,0,1,0,0,0.333333,0.111111,1,0,0,0,0,1,0,1,1,0.666667,1,1,0,1,0.666667,1,1,0.66,1,0.886667,1,1,0,1,0.666667,1,0,0,0,0,1,2,8400600131,0.712366,1.068548,84006212011,8406,8402011,2
"132",6,840,840,"USA","USA",181,1,1,1,3,3,4,2,1,1,2,1,1,1,2,1,2,2,2,2,8,2,0,2,2,0,1,0,1,1,0,0,0,1,2,2,2,2,2,1,2,2,3,2,3,1,2,3,4,4,4,3,8,4,2,0,4,1,3,4,3,1,2,2,2,2,2,3,4,4,5,3,4,4,5,4,5,3,2,1,2,3,1,1,1,2,2,2,1,1,NA,NA,3,5,3,5,3,4,5,1,3,1,3,2,2,4,2,2,2,2,2,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,4,1,5,1,10,5,1,10,5,5,10,10,7,3,2,4e+07,4,7,8,3,2,2,1,2,1,4,4,4,2,4,6,5,4,3,2,3,4,2,2,4,4,4,2,3,3,4,3,4,1,5,5,5,5,4,4,4,3,4,4,1,4,4,4,4,8,10,1,1,3,10,4,4,4,5,1,10,10,10,10,8,1,1,1,1,1,2,1,1,1,1,2,2,1,5,1,1,1,3,2,1,840002,840002,3,NA,10,7,10,2,2,1,1,2,6,2,1956,55,3,5,2,2,1,1,1240,9,840113,25,2,840002,840021,840001,840014,1240,1.42,1.42,1,20110610,2011,3,1,1,0,0,1,2,2,0.595834,1,0.895,1,0.5,0,0.33,0.276667,1,1,1,1,1,1,1,1,0,0.666667,1,0.33,0.33,0.66,0.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.66,0.5,0.58,0.58,1,2,8400600132,0.636201,0.954301,84006212011,8406,8402011,2
"133",6,840,840,"USA","USA",182,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,9,2,1,0,1,0,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,3,3,2,2,3,4,4,4,3,3,8,5,1,2,8,1,2,1,2,1,2,1,3,2,1,3,5,3,5,3,4,4,4,3,5,1,1,2,2,2,1,1,2,2,2,3,2,NA,NA,NA,4,5,4,5,3,3,7,1,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,3,1,5,1,10,8,5,9,5,2,10,10,10,2,2,2e+07,2,5,1,1,1,2,2,2,9,3,3,2,2,3,5,5,5,3,3,4,6,3,3,3,3,2,2,3,3,4,3,4,1,1,1,5,5,3,3,3,2,3,3,1,4,3,4,4,10,10,4,1,1,10,1,1,NA,1,1,10,7,7,7,3,1,1,1,1,2,2,1,2,2,2,2,1,1,5,3,1,2,3,1,1,840002,840002,1,1,6,5,8,1,2,1,3,3,7,2,1957,54,3,4,2,2,1,1,1240,8,840110,30,2,840002,840046,840003,840054,1240,0.76,0.76,1,20110610,2011,2,0,0,1,0,1,2,1,0.193056,1,0.652361,1,0,0,0.66,0.22,1,0.33,0,0.666667,0.332222,1,0,0,0,0,1,0,0.33,0.33,0.22,1,1,0,1,0.666667,1,1,1,1,1,1,1,0.666667,0.666667,0.777778,1,0.33,0,0.165,0.165,1,2,8400600133,0.340502,0.510753,84006212011,8406,8402011,2
"134",6,840,840,"USA","USA",183,1,1,3,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,7,1,2,0,0,1,2,0,0,2,0,0,0,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,3,2,2,1,7,7,4,1,9,2,1,4,2,1,4,1,2,1,1,3,5,2,5,4,4,5,2,4,3,3,2,2,2,1,1,3,1,3,3,4,NA,5,NA,NA,9,7,2,8,2,2,4,1,2,2,3,2,3,1,2,4,4,4,3,3,4,3,4,3,4,3,3,4,4,2,4,4,4,4,4,2,3,2,9,4,3,3,2,9,5,9,4,2,2,2e+07,2,1,2,1,1,1,2,2,9,1,3,4,4,3,6,9,7,NA,3,3,9,3,3,3,3,3,2,3,2,4,3,2,5,5,5,5,5,4,4,2,1,3,1,1,4,4,4,4,7,7,7,7,5,7,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,2,1,2,3,1,3,2,5,5,2,2,2,3,1,1,840001,840001,8,2,5,5,8,2,1,NA,1,3,4,1,1942,69,3,6,2,2,1,1,1240,7,840109,19,2,840002,840035,840006,840031,1240,1.07,1.07,1,20110610,2011,2,0,1,1,0,0,3,NA,0.165,1,0.369537,1,0,0,0.33,0.11,1,0,0,0,0,1,0,0,0,0,1,0.33,0.66,0.66,0.55,1,0,0,1,0.333333,1,0.5,0.66,0.33,0.496667,1,0,0,0.444444,0.148148,1,1,0,0.5,0.5,1,2,8400600134,0.479391,0.719086,84006212011,8406,8402011,2
"135",6,840,840,"USA","USA",184,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,9,2,2,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,2,1,2,3,4,4,4,4,1,10,6,1,0,8,2,1,4,1,1,4,1,3,1,1,3,5,3,5,2,4,4,1,2,4,2,2,2,2,1,1,2,1,3,1,1,NA,1,NA,1,5,1,1,10,1,1,10,1,2,2,3,2,2,2,1,4,4,3,1,1,3,3,3,3,1,4,4,4,3,3,3,3,4,4,4,1,1,1,10,1,1,10,3,1,10,10,8,3,3,2e+07,2,2,3,1,1,1,2,2,8,4,4,4,1,3,5,7,3,3,2,2,6,2,1,3,3,1,1,4,4,4,4,4,5,5,5,5,5,2,4,4,4,4,1,1,4,4,4,4,7,7,5,3,3,8,1,1,1,1,1,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,3,2,2,5,5,1,2,3,1,1,NA,NA,1,1,8,8,10,1,1,NA,1,2,7,2,1962,49,2,4,2,2,1,1,1240,9,840113,37,2,840002,840038,840002,840023,1240,0.43,0.43,1,20110610,2011,1,0,1,0,0,0,2,0,0.096389,1,0.610278,1,0,0,0.66,0.22,1,0.33,0,0.166667,0.165556,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.333333,1,1,1,1,1,1,0.777778,0.777778,0.777778,0.777778,1,0.66,0,0.33,0.33,1,2,8400600135,0.192652,0.288978,84006212011,8406,8402011,2
"136",6,840,840,"USA","USA",185,1,1,2,3,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,9,2,2,0,1,0,0,0,0,1,0,0,0,1,2,2,2,2,2,1,2,2,3,1,3,3,2,3,3,4,3,1,8,8,1,2,9,NA,NA,3,1,1,4,2,3,2,2,4,5,2,4,2,4,5,4,5,2,3,2,2,2,3,2,3,3,3,3,NA,NA,NA,NA,NA,6,5,3,7,3,4,7,1,1,1,2,1,1,2,2,4,3,3,2,3,3,4,4,3,2,2,2,2,2,2,2,3,3,2,3,1,1,1,9,7,3,8,6,8,10,10,8,3,2,1e+07,1,3,1,1,1,1,2,2,9,3,3,3,2,3,8,8,3,3,3,3,7,2,3,3,3,3,1,4,4,4,4,4,1,5,5,5,5,4,4,1,1,2,3,1,4,4,4,4,8,7,4,2,3,8,1,1,1,1,1,8,8,10,9,1,1,1,1,2,2,2,2,2,3,1,4,1,4,5,1,1,2,3,1,1,NA,NA,5,NA,6,3,4,2,2,1,1,2,9,2,1947,64,3,5,2,2,1,1,1240,7,840109,17,2,840002,840032,840002,840021,1240,0.49,0.49,1,20110610,2011,NA,NA,0,0,0,0,1,1,0.261944,1,0.71863,0.915,0.5,0.33,0.33,0.386667,1,0.33,0,0.333333,0.221111,1,0,0,0,0,1,0.33,0.33,0.66,0.44,1,1,1,1,1,1,1,0.66,1,0.886667,1,0.777778,0.777778,1,0.851852,1,0,NA,NA,0.136,0.66,2,8400600136,0.219534,0.329301,84006212011,8406,8402011,2
"137",6,840,840,"USA","USA",186,1,1,2,3,4,1,3,3,2,1,2,1,2,1,1,1,2,2,2,4,1,1,0,0,0,1,0,0,2,0,0,1,1,1,1,1,1,2,1,2,1,2,1,2,1,3,4,2,4,2,2,7,7,1,2,8,1,3,3,2,3,1,1,3,2,2,6,5,4,6,5,4,6,2,6,3,4,2,2,2,2,2,2,3,2,2,NA,NA,NA,NA,NA,10,5,1,10,1,1,5,1,2,1,2,3,4,2,1,4,2,3,2,3,4,3,4,3,2,2,1,4,2,2,4,4,1,1,3,4,1,5,10,2,4,8,1,1,10,10,3,3,2,2e+07,2,2,1,1,1,1,2,2,10,1,4,4,2,5,7,10,4,4,4,4,10,4,4,4,4,4,1,4,4,4,4,4,1,5,1,5,5,4,2,3,2,3,2,2,4,4,4,4,8,9,4,1,3,2,1,10,1,1,1,4,7,8,3,1,1,1,1,1,3,1,1,1,2,1,3,1,3,5,5,5,3,1,1,1,840001,840001,4,1,10,8,9,1,2,2,2,2,2,1,1932,79,3,6,2,2,1,1,1240,9,840112,26,2,840002,840043,840005,840074,1240,1.03,1.03,1,20110610,2011,3,1,0,1,1,0,2,0,0.276389,1,0.571065,1,0.5,0,0.66,0.386667,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0,0.33,0.66,0.33,1,0,1,1,0.666667,1,0.5,0.33,1,0.61,1,0.333333,0.666667,0.777778,0.592593,1,0.33,0.5,0.415,0.415,1,2,8400600137,0.46147,0.692204,84006212011,8406,8402011,2
"138",6,840,840,"USA","USA",187,1,1,1,3,3,1,2,1,2,1,1,2,2,1,2,1,2,1,2,7,1,2,2,0,0,1,0,0,0,0,0,0,1,2,1,1,1,2,1,2,2,3,1,3,1,3,2,4,4,4,1,5,7,1,6,5,1,2,1,2,1,2,2,2,2,2,6,6,3,6,NA,6,6,6,6,6,1,2,2,2,1,1,3,2,3,3,5,NA,NA,NA,NA,10,5,5,5,5,5,5,1,2,2,3,2,2,1,1,3,3,3,1,2,4,4,4,2,3,3,3,3,3,2,3,4,2,2,3,2,5,6,10,5,1,5,10,4,4,10,5,3,2,9e+07,9,1,1,1,1,1,1,1,10,1,1,1,2,5,5,5,4,4,4,4,10,2,2,4,2,4,1,4,4,4,4,4,1,5,5,NA,5,4,4,2,2,2,2,1,4,4,4,3,5,5,10,5,5,7,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,2,2,2,1,4,4,4,5,3,3,3,3,1,1,840001,840001,4,NA,NA,NA,NA,NA,NA,NA,2,2,5,1,1937,74,3,6,2,2,1,1,1240,8,840110,NA,2,840002,840003,840008,840086,1240,0.51,0.51,1,20110610,2011,2,0,0,1,0,1,2,NA,0.124167,1,0.328287,1,0.5,0,0.66,0.386667,1,0,0,0,0,1,0,0,0,0,1,0,0,0.33,0.11,1,0,0,0,0,1,1,1,1,1,1,0,0,0.444444,0.148148,1,0.33,0,0.165,0.165,1,2,8400600138,0.228495,0.342742,84006212011,8406,8402011,2
"139",6,840,840,"USA","USA",188,1,1,1,2,4,3,1,1,1,2,1,1,1,2,2,1,2,2,2,10,1,1,0,0,0,1,0,1,0,0,2,2,1,2,2,2,2,2,1,2,2,3,2,3,2,3,3,4,4,4,3,8,8,1,5,10,3,1,2,4,2,1,2,2,1,2,4,5,2,5,2,2,5,4,2,5,1,1,2,2,1,1,1,2,3,2,4,2,NA,NA,NA,4,7,4,7,1,1,7,1,2,1,2,1,1,2,2,2,3,3,1,1,1,3,3,3,2,3,3,1,1,1,2,2,3,4,4,1,6,1,10,7,1,10,1,4,10,10,8,1,1,1e+07,1,7,8,2,1,2,2,2,9,4,4,4,1,6,9,3,4,4,3,4,8,3,3,3,3,4,1,3,4,4,4,4,1,1,5,5,5,4,4,1,2,4,4,2,4,4,4,4,10,10,2,2,1,10,1,1,1,1,1,10,7,7,7,3,1,1,3,1,2,1,1,2,4,1,2,1,1,5,5,2,3,3,1,1,840002,840002,4,1,10,7,9,1,1,NA,1,2,7,2,1929,82,3,6,1,2,1,1,1240,9,840114,22,2,840002,840043,840005,840074,1240,0.68,0.68,1,20110610,2011,4,1,1,1,1,0,3,0,0.345834,1,0.944445,1,0.5,0,0.66,0.386667,1,0.66,1,1,0.886667,1,0,0,0,0,1,0.33,0,0,0.11,1,1,1,1,1,1,1,1,1,1,1,1,0.666667,0.666667,0.777778,1,1,1,1,1,1,2,8400600139,0.304659,0.456989,84006212011,8406,8402011,2
"140",6,840,840,"USA","USA",189,1,1,2,3,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,8,1,1,0,2,2,0,0,2,0,0,NA,2,1,2,2,2,2,2,1,2,2,3,1,3,3,2,3,3,4,4,3,9,10,1,2,10,2,1,3,1,1,4,2,2,2,1,5,5,2,5,3,4,6,1,5,3,1,2,2,2,4,1,2,3,2,2,2,NA,NA,NA,NA,5,6,2,10,2,1,9,1,1,1,2,1,1,1,1,2,2,1,1,1,2,3,2,2,2,2,2,3,2,2,NA,3,4,4,4,1,5,1,10,4,1,10,1,3,10,10,10,2,4,1e+07,1,6,NA,1,1,1,2,2,10,3,2,4,1,6,10,3,3,3,2,3,7,2,4,4,4,4,1,4,4,4,4,4,5,5,5,5,5,4,4,2,3,4,4,2,4,4,4,4,9,10,3,2,1,10,1,1,1,1,1,10,6,3,8,1,1,1,1,1,2,1,1,1,2,2,4,1,1,4,4,4,4,3,2,1,NA,NA,4,1,9,8,8,2,2,1,1,2,8,2,1951,60,3,5,2,2,1,1,1240,9,840113,21,2,840002,840021,840001,840014,1240,0.35,0.35,1,20110610,2011,0,0,0,0,0,0,1,1,0.124445,1,0.536482,1,0,0,0.33,0.11,1,0.33,0,0.833333,0.387778,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0.666667,1,1,0.66,1,0.886667,1,1,0.555556,0.222222,0.592593,1,0,0,0,0,1,2,8400600140,0.15681,0.235215,84006212011,8406,8402011,2
"141",6,840,840,"USA","USA",190,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,2,7,2,2,2,2,0,2,2,2,2,0,2,0,1,2,2,2,2,2,1,2,2,3,1,2,1,1,4,3,4,2,1,9,7,6,0,6,3,1,4,2,2,1,1,2,1,1,2,3,1,1,1,2,3,3,3,2,1,2,1,1,2,1,1,1,1,2,5,3,4,3,NA,10,10,1,1,1,1,10,1,2,2,2,2,2,2,2,3,3,1,3,3,3,3,3,3,1,3,NA,1,1,1,3,3,1,1,2,2,1,10,10,10,10,10,10,10,10,10,7,3,2,2e+07,2,1,1,1,1,1,2,2,10,1,4,2,1,8,10,9,1,4,2,4,5,1,4,4,4,3,2,4,3,1,2,2,1,1,1,5,1,2,1,3,3,3,1,1,4,3,3,2,7,9,8,6,4,8,1,1,1,1,1,6,8,5,8,7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,NA,NA,2,2,10,6,7,2,2,1,4,3,6,1,1990,21,1,1,2,2,1,1,1240,8,840110,25,1,840003,840040,840003,840057,1240,1.03,1.03,1,20110610,2011,4,1,1,1,1,0,3,1,0.1375,1,0.786482,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.33,0.66,0.66,0.55,1,1,0,1,0.666667,1,1,0.66,1,0.886667,1,0.555556,0.777778,0.444444,0.592593,1,1,1,1,1,1,2,8400600141,0.46147,0.692204,84006212011,8406,8402011,2
"142",6,840,840,"USA","USA",191,1,2,2,1,3,4,2,2,2,1,1,1,1,2,1,2,2,2,2,8,1,0,2,0,0,0,0,1,2,0,0,0,1,2,2,2,2,2,1,2,2,3,2,3,2,2,3,4,4,4,2,9,8,1,0,10,2,1,2,4,2,4,1,2,1,2,3,5,3,6,1,3,6,4,2,5,1,1,2,2,1,1,2,2,2,2,2,NA,NA,NA,NA,2,2,2,5,3,2,6,1,2,2,2,2,2,NA,2,3,3,3,1,2,3,4,4,2,1,2,3,2,2,1,2,3,4,2,4,1,6,1,10,6,1,10,3,5,10,9,4,2,2,100000020,0,7,8,2,2,2,2,2,1,4,4,3,1,2,9,5,4,3,2,2,6,3,2,3,4,2,2,4,4,4,4,4,5,5,5,5,5,4,4,3,3,3,4,1,4,4,4,4,9,9,1,2,1,10,1,2,1,2,1,8,8,8,8,2,1,1,2,2,2,2,1,2,2,1,NA,1,2,5,1,NA,2,3,1,1,840002,840002,4,2,10,9,8,1,1,NA,1,2,7,1,1948,63,3,5,2,2,1,1,1240,9,840112,22,1,840002,840049,840006,840035,1240,0.46,0.46,1,20110610,2011,3,0,1,1,1,0,3,1,0.568334,1,0.736111,1,0.5,0.33,0.33,0.386667,1,1,1,1,1,1,1,1,0,0.666667,1,0.33,0,0.33,0.22,1,0,1,1,0.666667,1,1,1,1,1,1,0.777778,0.777778,0.777778,0.777778,1,1,0,0.5,0.5,1,2,8400600142,0.206093,0.30914,84006212011,8406,8402011,2
"143",6,840,840,"USA","USA",192,1,1,2,1,2,1,2,3,2,1,1,2,1,1,2,1,2,2,2,7,2,2,0,0,0,1,0,0,2,0,0,0,1,2,2,2,2,2,1,2,2,3,2,3,3,2,4,3,4,3,2,9,6,1,2,8,1,2,1,2,1,4,1,3,1,2,5,6,1,6,2,6,6,2,2,2,3,2,2,2,1,1,2,2,3,2,2,NA,NA,NA,NA,9,8,1,10,1,1,9,1,2,1,2,2,2,2,1,3,2,4,1,2,4,4,4,2,2,2,2,3,2,3,4,4,2,3,4,1,1,1,10,6,7,8,1,9,10,10,9,1,3,2e+07,2,1,1,1,1,1,2,1,10,4,2,1,2,5,7,8,5,4,2,3,7,2,3,3,3,3,3,2,2,4,4,2,1,1,1,5,1,4,4,1,1,3,4,1,4,2,4,4,8,7,8,3,3,9,1,1,1,1,1,1,1,8,1,1,1,1,1,1,2,2,1,2,3,1,3,1,2,3,1,1,2,3,1,1,840001,840001,4,NA,1,1,3,2,2,2,3,4,2,2,1941,70,3,6,2,2,1,1,1240,7,840109,17,2,840002,840009,840003,840059,1240,0.54,0.54,1,20110610,2011,1,0,0,1,0,0,2,NA,0.096667,1,0.411065,1,0.5,0,0.33,0.276667,1,0,0,0,0,1,0,0,0,0,1,0,0,0.33,0.11,1,0,0,1,0.333333,1,1,0.66,1,0.886667,1,0,0,0.777778,0.259259,1,0.33,0,0.165,0.165,1,2,8400600143,0.241935,0.362903,84006212011,8406,8402011,2
