"","V1","V2","COW","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144b","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V190","V191","V192","V193","V194","V195","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283B","V284","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","Q223_LOCAL","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V363R","V363CS","V364","V367","V368","V368CS","V369","N_REGION_ISO","V373","V375R","V376","G001_CS","G002_CS","V377","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","V144G","B_COUNTRY_ALPHA","C_COW_ALPHA","X003R2","X003R","G_TOWNSIZE2"
"557",2,840,2,557,1,1,2,2,2,2,2,4,2,2,3,3,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,10,10,4,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,5,5,2,1,1,1,2,2,2,1,2,1,3,3,3,3,6,2,2,1,1,1,1,3,1,3,1,1,10100000,NA,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,10,1,1,1,10,1,2,1,1,1,1,1,2,1,1,1,2,2,2,3,1,2,3,1,3,1,3,1,3,1,1,1,2,2,2,2,1,2,2,1,1,3,3,2,3,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,3,3,1,5,2,10,1,1,1,1,1,10,3,1,2,4,1,4,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,NA,3,1,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,2,1,1,1,1,5,1,1,5,3,NA,1,10,5,5,1,2,2,2,2,2,1,1,2,1,1,1,4,3,1,1,NA,2,1948,41,6,2,1,8,2,1,NA,7,2,840017,3,1,NA,NA,NA,NA,NA,NA,0.0189361,NA,NA,1990,3,3,0,0.096667,1,0.701889,0.915,0,0,0.33,0.11,1,0.33,0,0.5,0.276667,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0.666667,1,0.5,NA,NA,NA,0.66,0.444444,0.444444,0.444444,0.444444,1,1,1,1,1,1,1,8400240557,0.543774,0.015445,84002111990,8402,8401990,1,"USA","USA",2,3,NA
"558",2,840,2,558,4,1,1,1,3,3,2,2,2,3,3,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,8,8,3,4,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,NA,NA,NA,2,2,2,1,2,2,2,1,1,1,1,3,1,3,10,4,2,3,1,1,3,1,3,3,2,1,4e+07,NA,2,6,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,5,8,5,2,1,1,1,1,1,2,1,1,1,1,2,2,3,2,1,1,1,1,1,2,1,1,2,3,1,2,2,0,2,1,1,2,2,3,1,1,2,3,3,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,1,3,1,3,3,3,3,1,3,2,5,5,7,3,2,3,8,1,4,3,4,1,4,2,3,2,1,1,3,3,3,1,3,3,3,3,3,3,2,3,3,2,2,NA,3,2,3,2,1,2,2,1,1,2,1,1,1,1,2,3,2,1,8,2,9,8,3,2,2,1,5,7,1,1,2,2,1,1,8,6,8,1,2,1,2,2,1,1,1,2,2,2,4,2,3,1,2,NA,2,1922,67,10,2,4,3,1,NA,NA,7,2,840017,1,1,NA,NA,NA,NA,NA,NA,1.1551015,NA,NA,1990,1,2,1,0.428611,1,0.487375,0.915,1,0,0,0.333333,1,0.66,0,0.833333,0.497778,1,0,1,0,0.333333,1,0.66,0.33,0.66,0.55,1,0,0,1,0.333333,1,0,NA,NA,NA,0.66,0.777778,0.888889,0.777778,0.814815,1,0.33,0,0.165,0.165,1,1,8400240558,0.543774,0.942171,84002111990,8402,8401990,4,"USA","USA",3,6,NA
"559",2,840,2,559,2,2,3,1,2,3,2,2,3,2,3,1,4,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,3,4,1,3,2,2,3,4,3,3,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,7,8,4,5,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,7,9,2,2,1,2,2,2,2,1,1,1,3,3,3,3,9,2,3,1,1,1,3,1,3,3,1,1,10100000,NA,1,8,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,5,1,2,4,8,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,3,2,3,1,3,2,1,3,2,0,NA,2,2,2,2,1,2,3,3,2,3,3,NA,1,2,1,2,1,2,1,2,2,2,1,2,1,NA,1,1,2,1,1,1,2,2,1,6,2,8,4,3,6,2,3,4,1,NA,4,1,2,1,1,2,3,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,NA,3,1,2,3,1,1,1,1,8,3,5,1,1,9,6,4,2,2,5,6,7,3,9,3,2,2,3,8,2,3,2,5,3,2,9,2,8,1,2,2,2,2,1,2,2,2,5,3,2,5,4,1,2,NA,1,1947,43,10,2,1,3,NA,NA,NA,7,2,840017,1,1,NA,NA,NA,NA,NA,NA,1.5338229,NA,NA,1990,2,2,1,0.527615,0.915,0.578611,0.83,0,0.33,0.33,0.22,1,0.66,0,NA,0.34046,0.66,1,1,1,1,1,0.66,0.33,0.66,0.55,1,1,0,1,0.666667,1,0.5,NA,NA,NA,0.66,0.444444,0.666667,0.222222,0.444444,1,0.66,NA,NA,0.56896,0.66,1,8400240559,0.543774,1.251079,84002111990,8402,8401990,1,"USA","USA",2,3,NA
"560",2,840,2,560,1,1,1,1,1,1,2,2,2,3,2,3,3,3,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,4,4,2,3,4,4,3,2,3,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,3,1,2,2,1,1,1,2,2,1,2,1,9,6,4,3,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,6,7,1,1,1,1,2,2,2,1,2,1,3,3,1,3,6,1,2,1,3,3,3,1,3,3,1,1,9e+07,NA,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,9,1,1,1,3,6,3,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,1,3,3,1,2,2,3,1,1,1,1,3,3,0,NA,NA,1,1,2,2,3,2,2,2,2,3,NA,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,NA,6,2,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,2,4,1,3,2,2,3,3,1,1,NA,1,3,3,3,2,4,4,2,2,4,3,NA,2,3,2,3,1,3,1,1,2,3,1,1,6,6,5,2,4,4,2,2,2,2,7,5,2,2,1,9,5,1,2,1,2,1,NA,NA,NA,1,2,2,2,2,2,2,1,2,3,2,2,2,5,1,2,NA,1,1960,29,10,2,1,3,1,NA,NA,6,2,840016,NA,1,NA,NA,NA,NA,NA,NA,1.9125444,NA,NA,1990,3,3,0,0.568056,1,0.545889,0.915,1,0,0.33,0.443333,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0.66,1,0.66,0.773333,1,1,1,1,1,1,0.5,NA,NA,NA,0.66,0.111111,0.111111,0.111111,0.111111,1,1,0,0.5,0.5,1,1,8400240560,0.543774,1.559987,84002111990,8402,8401990,9,"USA","USA",1,2,NA
"561",2,840,2,561,2,1,2,2,2,1,3,2,3,3,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,10,5,3,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,3,1,2,1,1,2,2,2,2,1,2,1,3,3,3,3,5,1,2,1,1,1,3,1,3,3,1,1,2e+07,NA,1,8,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,10,1,1,2,7,1,2,2,1,2,2,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,1,1,2,3,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,3,3,3,1,3,3,10,3,5,9,1,1,7,1,3,2,4,4,1,2,3,3,1,1,1,1,1,1,3,3,2,3,3,2,3,2,2,2,3,NA,3,2,2,2,1,2,2,1,1,1,1,1,1,5,1,1,1,1,7,1,6,6,6,6,1,1,1,6,1,1,1,3,2,1,10,5,3,1,2,2,2,2,1,1,2,2,1,2,4,4,4,2,2,NA,2,1951,38,1,2,1,4,2,1,7,4,2,840014,2,1,3,NA,NA,NA,NA,NA,0.7877414,NA,NA,1990,3,3,1,0.17075,0.915,0.675574,0.915,0,0,0,0,1,0,0,NA,0.023,0.66,0,0,0,0,1,0.66,0.66,0.66,0.66,1,1,0,1,0.666667,1,0.5,NA,NA,NA,0.66,0.666667,0.555556,0.555556,0.592593,1,1,0.5,0.75,0.75,1,1,8400240561,0.543774,0.64253,84002111990,8402,8401990,2,"USA","USA",2,3,2
"562",2,840,2,562,1,1,1,1,2,1,2,2,2,3,3,3,4,3,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,4,5,5,5,3,3,4,3,4,4,4,4,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,10,8,2,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,6,2,2,1,2,1,2,2,2,1,1,1,2,3,3,3,5,1,2,1,1,1,1,1,3,3,1,1,10100000,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,10,1,1,1,10,1,2,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,3,3,1,2,1,2,1,3,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,NA,8,3,9,1,1,3,1,1,10,1,3,4,1,1,2,1,3,2,3,1,1,1,1,1,1,3,3,2,2,4,3,3,3,2,4,NA,3,1,2,2,2,3,3,1,2,2,2,2,3,2,1,3,1,1,1,3,NA,4,3,6,1,2,1,10,2,2,2,3,5,1,8,2,8,1,1,1,1,1,1,1,1,2,4,2,2,5,4,1,2,NA,1,1945,44,10,2,1,12,1,NA,NA,7,2,840017,1,1,3,NA,NA,NA,NA,NA,0.40902,NA,NA,1990,3,2,NA,0.345556,1,0.323882,0.83,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,1,1,0,0.666667,1,0.66,0.66,0.33,0.55,1,0,0,0,0,1,1,NA,NA,NA,0.66,0,NA,0.333333,0.180333,0.66,0.66,0.5,0.58,0.58,1,1,8400240562,0.543774,0.333622,84002111990,8402,8401990,1,"USA","USA",2,3,2
"563",2,840,2,563,1,1,1,1,2,1,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,4,5,5,5,5,5,1,5,5,5,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,10,10,2,NA,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,NA,NA,NA,2,2,1,1,1,2,2,1,1,1,1,1,1,2,6,2,2,3,1,1,1,1,2,3,1,1,10100000,NA,1,1,1,1,1,1,1,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,10,1,1,1,9,5,2,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,2,1,1,1,2,1,1,1,2,1,1,2,0,3,1,2,2,2,3,2,1,1,3,4,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,3,1,2,3,3,3,1,8,3,9,1,1,1,1,1,8,2,1,1,3,4,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,2,1,1,2,1,NA,2,2,2,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,9,1,1,1,3,1,1,3,2,8,1,2,2,2,1,1,1,1,2,1,5,2,5,2,2,2,NA,2,1921,69,7,2,4,7,1,NA,NA,1,1,840011,3,1,3,NA,NA,NA,NA,NA,1.1664629,NA,NA,1990,0,1,NA,0.11,1,0.248148,0.915,0,0,0.33,0.11,1,0,0,0,0,1,0,0,0,0,1,0,0.33,0.66,0.33,1,1,0,0,0.333333,1,0,NA,NA,NA,0.66,0,0,0.555556,0.185185,1,0,0,0,0,1,1,8400240563,0.543774,0.951438,84002111990,8402,8401990,1,"USA","USA",3,6,2
"564",2,840,2,564,1,1,1,1,3,2,3,4,2,3,3,3,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,10,10,2,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,2,2,1,1,1,2,2,1,1,1,3,3,3,3,10,1,2,3,1,1,3,1,3,3,1,1,2e+07,NA,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,8,1,1,1,10,5,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,3,3,1,3,3,3,1,3,1,1,1,1,3,1,3,1,2,2,1,1,3,3,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,NA,6,3,6,1,1,2,1,1,6,1,3,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,1,6,6,1,1,6,1,1,1,3,2,1,2,1,6,1,2,1,2,1,1,2,2,2,2,2,2,4,3,1,1,NA,1,1915,74,10,2,4,1,1,NA,NA,5,2,840015,3,1,3,NA,NA,NA,NA,NA,0.0302975,NA,NA,1990,3,2,NA,0.082778,1,0.515695,0.915,0,0,0.33,0.11,1,0.33,0,0.333333,0.221111,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.333333,1,0.5,NA,NA,NA,0.66,0,1,0.555556,0.518519,1,0.66,0.5,0.58,0.58,1,1,8400240564,0.543774,0.024712,84002111990,8402,8401990,2,"USA","USA",3,6,2
"565",2,840,2,565,1,1,1,2,2,2,2,3,1,1,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,5,5,5,5,1,3,4,5,3,5,2,5,5,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,8,8,3,4,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,NA,NA,NA,2,2,2,1,2,2,2,1,1,1,3,3,1,3,6,1,1,3,1,1,1,1,1,3,2,1,10100000,NA,1,7,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,7,2,1,4,10,5,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,3,1,1,1,2,1,1,5,1,2,1,2,NA,1,2,1,3,2,2,3,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,NA,1,2,1,1,1,3,3,1,6,2,6,1,5,1,1,2,9,3,1,2,4,2,3,1,1,2,3,1,1,1,1,2,2,3,2,2,2,2,1,3,3,3,2,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,8,8,1,8,5,1,1,7,1,1,1,5,3,1,10,6,7,2,2,2,1,2,2,1,2,2,3,1,1,5,4,1,1,NA,2,1925,65,3,2,4,9,1,NA,NA,2,1,840012,NA,1,3,NA,NA,NA,NA,NA,1.5451844,NA,NA,1990,5,3,0,0.220833,1,0.681,0.915,0,0,0.33,0.11,1,0.33,0,1,0.443333,1,0,0,0,0,1,0.66,0,0.33,0.33,1,1,0,0,0.333333,1,0.5,NA,NA,NA,0.66,0.444444,0.777778,0.777778,0.666667,1,1,1,1,1,1,1,8400240565,0.543774,1.260346,84002111990,8402,8401990,1,"USA","USA",3,6,2
"566",2,840,2,566,1,1,1,1,2,1,1,2,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,2,2,2,1,2,2,2,3,1,1,1,2,1,1,1,2,1,2,2,10,8,3,4,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,8,1,2,1,1,2,2,2,2,1,2,2,3,3,3,3,7,1,2,1,1,1,3,1,3,3,1,2,100000020,NA,1,4,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,10,1,1,2,10,2,1,1,1,1,2,1,2,1,1,1,1,2,2,3,1,1,2,1,1,1,3,1,1,1,1,1,2,1,0,3,2,2,2,2,3,2,3,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,3,3,1,5,1,7,1,1,6,4,3,6,3,4,2,3,1,4,2,1,1,3,1,3,1,1,3,2,2,2,2,2,4,3,NA,3,3,4,NA,NA,1,1,2,2,3,3,3,1,1,1,1,10,10,1,1,4,1,7,1,4,8,4,6,1,1,1,10,7,1,1,5,3,1,6,3,5,1,2,2,1,2,2,1,1,2,1,2,2,2,4,1,4,NA,2,1960,29,7,2,2,7,2,2,12,4,2,840014,2,2,7,NA,NA,NA,NA,NA,0.0946804,NA,NA,1990,2,2,1,0.2625,1,0.787121,0.915,1,0,0.33,0.443333,1,0,0,0.5,0.166667,1,0,0,0,0,1,0.33,0.66,0.33,0.44,1,1,1,1,1,1,0.5,NA,NA,NA,0.66,0.666667,0.333333,0.777778,0.592593,1,0.66,1,0.83,0.83,1,1,8400240566,0.543774,0.077227,84002111990,8402,8401990,NA,"USA","USA",1,2,4
"567",2,840,2,567,4,1,1,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,10,10,4,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,NA,NA,NA,2,1,1,2,2,2,2,1,1,1,1,3,3,3,8,2,2,1,3,1,1,3,3,3,1,1,2e+07,NA,1,7,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,10,1,1,1,10,6,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,3,NA,1,1,1,0,NA,2,1,2,2,1,3,2,2,2,3,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,3,3,3,3,3,NA,5,NA,10,1,1,10,1,1,NA,1,3,1,3,1,4,1,1,2,2,1,1,1,1,2,1,1,3,3,3,4,2,NA,2,2,2,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,3,1,4,1,5,2,2,2,2,2,2,2,2,1,3,3,3,3,3,1,1,NA,1,1921,69,6,2,4,NA,1,NA,NA,4,2,840014,2,3,7,NA,NA,NA,NA,NA,0.4734018,NA,NA,1990,1,1,NA,0.220833,1,0.285759,0.915,0,0,0.33,0.11,1,0.33,0,1,0.443333,1,0,0,0,0,1,0,0.33,0.66,0.33,1,0,0,1,0.333333,1,0,NA,NA,NA,0.66,0,0,0.222222,0.074074,1,0,0.5,0.25,0.25,1,1,8400240567,0.543774,0.386135,84002111990,8402,8401990,2,"USA","USA",3,6,4
"568",2,840,2,568,2,1,2,3,3,1,2,1,2,2,3,4,4,3,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,4,5,3,2,1,1,5,4,3,4,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,10,8,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,10,10,2,2,2,1,2,2,2,1,1,1,1,1,3,3,7,1,1,1,1,1,3,3,3,3,NA,1,9e+07,NA,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,10,1,1,1,10,1,2,1,1,1,1,1,2,2,1,1,1,2,2,3,1,2,3,1,1,2,3,1,3,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,4,3,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,3,3,1,6,2,10,1,1,3,1,1,6,3,1,1,2,3,4,1,1,2,1,1,1,1,1,1,1,3,2,2,2,4,3,NA,3,3,3,NA,2,1,2,3,1,3,1,1,1,1,1,1,1,7,1,1,1,1,1,2,3,5,2,1,1,1,1,10,8,2,1,5,3,1,7,3,8,2,2,1,2,2,1,2,2,2,2,NA,1,5,5,1,2,NA,1,1958,31,10,2,1,12,1,NA,NA,4,2,840014,2,1,7,NA,NA,NA,NA,NA,0.8521243,NA,NA,1990,3,2,NA,0.165,1,0.449634,0.915,0,0,0.33,0.11,1,0,0,0,0,1,0,0,0,0,1,0.66,0.66,0.33,0.55,1,0,0,1,0.333333,1,0,NA,NA,NA,0.66,0,0.222222,0.444444,0.222222,1,0.33,1,0.665,0.665,1,1,8400240568,0.543774,0.695044,84002111990,8402,8401990,9,"USA","USA",2,2,4
"569",2,840,2,569,1,1,1,2,1,1,1,2,4,4,1,1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,10,10,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,2,2,2,2,1,2,2,1,2,1,3,1,2,2,10,1,1,1,1,1,1,NA,NA,3,1,1,2e+07,NA,1,2,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,10,1,1,1,10,5,NA,2,2,2,2,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,3,1,1,1,1,4,1,4,1,2,2,1,4,1,1,1,3,NA,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,NA,NA,NA,3,3,1,5,NA,10,1,1,10,1,1,NA,1,3,1,3,1,4,1,1,2,3,1,1,1,1,2,1,1,3,3,1,4,1,NA,2,3,2,NA,1,1,NA,2,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,3,1,1,1,10,2,2,2,2,2,2,2,1,2,NA,1,3,4,3,1,1,NA,1,1926,64,3,2,5,NA,1,NA,NA,3,1,840013,2,1,7,NA,NA,NA,NA,NA,1.2308458,NA,NA,1990,1,1,NA,0.096389,1,0.285759,0.915,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0,0.66,0.22,1,0,0,1,0.333333,1,0.5,NA,NA,NA,0.66,0,0,0.222222,0.074074,1,0,0.5,0.25,0.25,1,1,8400240569,0.543774,1.003952,84002111990,8402,8401990,2,"USA","USA",3,5,4
