ID,V1,V2,V2A,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V44_ES,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V56_NZ,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V74B,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125_00,V125_01,V125_02,V125_03,V125_04,V125_05,V125_06,V125_07,V125_08,V125_09,V125_10,V125_11,V125_12,V125_13,V125_14,V125_15,V125_16,V125_17,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V160A,V160B,V160C,V160D,V160E,V160F,V160G,V160H,V160I,V160J,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V203A,V204,V205,V206,V207,V207A,V208,V209,V210,V211,V212,V213,V214,V215_01,V215_02,V215_03,V215_04,V215_05,V215_06,V215_07,V215_08,V215_10,V215_11,V215_12,V215_13,V215_14,V215_15,V215_16,V215_17,V215_18,V216,V217,V218,V219,V220,V221,V222,V223,V224,V218_ESMA,V217_ESMA,V219_ESMA,V220_ESMA,V221_ESMA,V222_ESMA,V223_ESMA,V224_ESMA,V225,V226,V227,V228,V228_2,V228A,V228B,V228C,V228D,V228E,V228F,V228G,V228H,V228I,V228J,V228K,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V243_AU,V244,V244_AU,V245,V246,V247,V248,V248_CS,V249,V250,V251,V252,V253,V253_CS,V254,V255,V256,V256B,V256C,V257,V258,V258A,V260,V261,V262,S024,S025,V265,Y001,Y002,Y003,MN_35A,MN_163A,MN_163B,MN_163C,MN_228L,MN_228M,MN_228N,MN_228O,MN_228P,MN_228Q,MN_228R,MN_228S1,MN_228S2,MN_228S3,MN_228S4,MN_228S5,MN_228S6,MN_228S7,MN_228S8,MN_229A,MN_229B,MN_230A,MN_233A,MN_233B,MN_234A,MN_237A,MN_237B1,MN_237B2,MN_237B3,MN_237B4,MN_237B5,MN_237B6,MN_237B7,MN_237C1,MN_237C2,MN_237C3,MN_237C4,MN_237C5,MN_237C6,MN_249A1,MN_249A2,MN_249A3,SACSECVAL,SECVALWGT,RESEMAVAL,WEIGHTB,I_AUTHORITY,I_NATIONALISM,I_DEVOUT,DEFIANCE,WEIGHT1A,I_RELIGIMP,I_RELIGBEL,I_RELIGPRAC,DISBELIEF,WEIGHT2A,I_NORM1,I_NORM2,I_NORM3,RELATIVISM,WEIGHT3A,I_TRUSTARMY,I_TRUSTPOLICE,I_TRUSTCOURTS,SCEPTICISM,WEIGHT4A,I_INDEP,I_IMAGIN,I_NONOBED,AUTONOMY,WEIGHT1B,I_WOMJOB,I_WOMPOL,I_WOMEDU,EQUALITY,WEIGHT2B,I_HOMOLIB,I_ABORTLIB,I_DIVORLIB,CHOICE,WEIGHT3B,I_VOICE1,I_VOICE2,I_VOI2_00,VOICE,WEIGHT4B,COW
183,6,12,12,183,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,1,1,1,-4,1,-4,1,1,1,2,1,2,1,2,8,8,-4,6,0,10,4,1,3,2,4,3,1,2,2,2,3,3,3,3,5,1,2,2,2,5,1,3,2,2,2,3,2,2,2,2,2,-3,-3,-3,-3,-3,5,5,5,2,3,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4,4,4,3,1,10,1,10,10,1,10,10,10,10,10,10,1,3,49,7,8,-2,1,1,1,1,10,1,1,3,1,10,10,10,10,4,0,4,10,4,4,1,1,1,1,5,5,5,5,5,1,1,1,5,2,2,3,4,4,4,5,5,5,5,5,1,1,1,1,1,1,2,4,1,4,4,10,10,10,10,2,6,1,1,3,3,3,3,-4,3,3,-4,3,3,3,3,3,1,1,1,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,-4,2,2,2,2,2,2,2,2,2,4,4,6,-3,-3,-3,-3,-3,2,1,1,4,3,2,1995,19,2,-4,2,-4,1,1,12001,6,-4,25,1,1,1,1,-4,12001,1,12135,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,2,2,0,0,4,4,4,3,6,10,10,2,3,1,4,4,4,4,4,4,4,4,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,-1,0.336584,0.915,0.290972,1,0.5,0,0,0.166667,1,0,NA,1,0.513,0.66,0,1,1,0.666667,1,0,0,0,0,1,0,1,1,0.666667,1,0,0,0.33,0.11,1,0.222222,0.222222,0.222222,0.222222,1,0.33,0,0.165,0.165,1,615
184,6,12,12,184,1,1,3,3,3,1,2,2,2,2,1,1,1,1,2,1,2,2,2,10,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,-4,3,-4,3,3,3,3,4,3,4,3,7,7,-4,6,0,10,4,1,2,3,4,3,2,2,2,2,1,4,1,4,5,1,1,1,4,4,1,4,2,2,2,3,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,8,10,10,1,3,5,2,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,-4,-4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,3,4,4,4,1,10,2,10,10,1,10,10,2,10,10,10,1,4,49,7,8,-2,1,1,1,1,10,1,2,3,4,5,5,5,9,4,4,4,5,4,4,4,4,4,1,5,5,5,5,5,1,1,1,5,2,3,3,4,4,4,5,5,5,5,5,1,1,1,1,1,1,2,4,4,4,4,10,10,10,10,1,5,1,1,1,1,1,1,-4,1,1,-4,1,1,1,1,1,1,1,1,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,3,2,2,12006,-4,4,1,1,1,4,4,1,4,4,4,4,6,-3,-3,-3,-3,-3,2,1,2,3,2,2,1993,21,2,-4,2,-4,1,1,12002,8,-4,24,1,1,1,1,-4,12002,1,12135,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,2,2,-1,0,4,4,4,1,10,7,7,2,3,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,-3,-3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0.224917,0.915,0.470834,1,0.5,0,0.66,0.386667,1,0,NA,1,0.513,0.66,0,0,0,0,1,0,0,0,0,1,0,1,1,0.666667,1,1,1,0.66,0.886667,1,0,0,0,0,1,0.66,0,0.33,0.33,1,615
185,6,12,12,185,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,2,2,-4,2,-4,2,2,2,2,2,2,2,2,8,5,-4,1,4,3,4,1,3,2,4,1,1,1,1,1,6,6,2,6,2,2,2,6,1,1,2,4,1,2,2,1,-2,3,3,3,3,-3,-3,-3,-3,-3,6,10,4,1,1,10,1,1,3,2,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4,3,2,3,1,9,1,9,9,1,10,4,3,10,7,7,1,2,49,7,8,1,1,1,2,1,7,1,1,1,1,7,7,7,10,4,4,4,6,4,1,1,1,1,5,1,1,1,4,5,5,5,1,5,2,4,4,4,4,4,1,1,1,5,1,1,1,1,1,1,1,2,4,4,4,4,10,10,10,10,1,4,1,1,1,1,1,1,-4,1,1,-4,1,1,1,1,1,1,1,1,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2,2,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,2,1,2,12002,-4,4,4,1,4,4,1,4,4,4,4,4,5,-3,-3,-3,-3,-3,2,1,1,2,5,2,1983,31,2,-4,2,-4,1,1,12002,2,-4,9,2,1,1,1,-4,12002,1,12135,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,1,2,-1,0,1,4,4,3,8,10,6,2,1,1,4,4,4,4,3,3,4,4,-3,-3,-3,-3,-3,-3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.360833,1,0.22125,1,0,0,0.33,0.11,1,0,0,1,0.333333,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0.333333,1,0.5,0.33,0.33,0.386667,1,0,0,0,0,1,0.33,0,0.165,0.165,1,615
186,6,12,12,186,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-4,1,-4,1,1,1,2,3,2,1,2,6,4,-4,1,2,5,1,2,3,4,4,3,1,1,1,1,5,5,2,5,2,2,2,5,2,2,1,3,2,2,2,1,3,3,3,3,3,-3,-3,-3,-3,-3,10,8,5,3,3,3,6,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4,4,3,2,1,1,1,10,10,1,10,9,1,10,10,10,2,4,49,7,8,1,1,1,1,2,10,1,1,1,1,3,4,3,5,2,2,2,2,1,1,1,1,1,5,2,2,5,3,5,5,5,1,1,3,2,1,2,2,1,1,1,5,5,1,1,1,1,1,1,1,2,4,2,2,4,8,8,8,9,1,5,10,10,10,10,10,10,-4,10,10,-4,10,10,10,9,10,2,1,2,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,5,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,3,2,2,12006,-4,3,4,4,2,2,3,1,3,3,1,1,1,1,10,10,5,2,1,-3,1,3,4,1,1981,33,2,-4,2,-4,1,1,12001,6,-4,19,2,1,1,1,-4,12001,1,12135,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,2,2,-1,0,2,2,2,3,10,8,2,2,4,1,4,3,2,4,4,4,3,4,2,2,1,1,1,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,0.388333,1,0.457083,1,0,0.33,0,0.11,1,0,0,1,0.333333,1,1,1,1,1,1,0,0,0.33,0.11,1,0,1,0,0.333333,1,0,0.66,0.33,0.33,1,1,1,1,1,1,0.33,0,0.165,0.165,1,615
187,6,12,12,187,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,-4,2,-4,2,2,1,2,1,2,1,1,8,1,-4,1,5,5,4,2,3,2,4,3,2,1,1,1,5,5,2,5,1,1,1,6,2,2,1,1,1,2,2,1,3,3,3,2,2,-3,-3,-3,-3,-3,-1,10,1,1,5,2,10,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4,3,3,3,3,1,1,10,10,1,10,10,10,10,10,6,2,1,49,1,7,1,1,1,1,2,10,1,1,4,4,10,10,10,5,4,0,4,5,2,2,2,2,2,5,5,2,4,4,4,1,5,1,3,1,4,4,4,4,4,5,5,5,5,5,1,1,1,1,1,-2,2,4,4,4,4,10,10,10,10,1,9,2,2,2,2,2,2,-4,2,2,-4,2,2,2,2,2,1,1,1,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5,5,1,1,5,5,5,2,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,12006,-4,4,1,1,1,4,4,1,1,4,1,1,5,-3,-3,-3,-3,-3,2,1,1,3,4,2,1973,41,2,-4,2,-4,1,1,12001,1,-4,-3,2,1,1,1,-4,12001,2,12135,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,2,2,1,0,4,4,4,1,7,9,1,2,4,2,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0.25,1,0.388195,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5,0,0.33,0.276667,1,0.111111,0.111111,0.111111,0.111111,1,0.33,0,0.165,0.165,1,615
188,6,12,12,188,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-4,1,-4,1,1,1,2,1,3,1,4,8,10,-4,1,2,5,4,3,2,1,3,4,2,1,1,1,6,1,1,1,1,1,1,5,1,1,1,1,1,2,2,1,2,2,2,2,2,-3,-3,-3,-3,-3,6,8,4,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,2,1,4,4,1,1,1,8,1,1,10,10,1,10,7,7,1,1,49,7,8,-2,1,1,1,2,10,2,2,4,4,10,10,10,10,4,4,4,7,2,1,4,4,4,5,5,1,5,1,5,5,1,1,5,1,4,4,4,4,4,5,5,5,5,5,1,1,2,1,1,1,2,4,4,4,4,10,10,10,10,1,10,1,1,1,1,1,1,-4,1,1,-4,1,1,1,1,1,1,1,1,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,5,1,1,1,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,3,2,2,12007,-4,2,4,4,2,2,2,2,2,2,4,4,1,1,5,5,5,2,1,-3,1,2,5,1,1970,44,2,-4,2,-4,1,1,12002,2,-4,8,2,1,1,1,-4,12002,1,12135,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,3,2,1,0,4,4,4,1,10,10,10,2,2,4,4,4,4,4,4,4,4,4,2,2,1,3,3,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,0.12825,0.915,0.366667,1,0,0,0,0,1,0,NA,1,0.513,0.66,0,0,0,0,1,0,0,0,0,1,1,0,1,0.666667,1,0,0,0.66,0.22,1,0,0,0,0,1,0.66,0.5,0.58,0.58,1,615
189,6,12,12,189,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,9,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,2,2,2,-4,1,-4,1,1,1,4,4,4,4,4,1,7,-4,1,5,7,2,4,1,4,3,4,2,1,1,-1,1,3,1,1,1,1,2,5,1,1,1,1,2,2,2,1,3,3,3,3,3,-3,-3,-3,-3,-3,-1,10,10,2,2,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,1,4,4,4,1,1,1,10,10,1,10,10,5,10,10,3,2,2,49,7,8,1,1,1,1,1,10,2,2,2,2,7,7,7,8,4,4,4,8,-2,1,1,1,1,5,5,1,1,4,4,5,5,5,5,2,4,4,4,4,3,5,1,5,5,5,1,1,1,1,1,1,2,4,4,4,4,7,7,7,7,7,7,7,10,7,7,7,7,-4,7,7,-4,7,7,7,7,7,1,1,1,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5,5,1,1,4,4,4,1,-4,-4,-4,-4,-4,-4,-4,-4,2,2,2,12008,-4,2,2,2,2,2,2,2,2,2,1,1,2,2,10,10,10,1,2,1,1,4,4,2,1964,50,2,-4,2,-4,1,1,12002,1,-4,-3,2,2,1,1,-4,12002,2,12135,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,2,2,1,0,4,4,4,1,10,10,8,3,3,4,4,4,4,4,4,4,4,4,2,2,1,1,1,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0.359083,0.915,0.624584,1,NA,0,0,0.103,0.66,0,0,1,0.333333,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0.666667,1,0.666667,0.666667,0.666667,0.666667,1,0.33,0,0.165,0.165,1,615
190,6,12,12,190,1,3,3,3,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,7,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,1,1,2,1,-4,1,-4,1,1,1,1,2,1,2,1,8,3,-4,1,5,1,4,2,3,1,4,2,1,2,2,2,5,5,1,5,1,1,1,5,5,2,1,1,2,2,2,3,-2,3,3,3,3,-3,-3,-3,-3,-3,-1,10,2,2,7,2,9,1,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4,4,4,3,1,1,1,10,1,1,10,10,1,10,8,8,1,1,49,7,8,1,1,1,1,2,10,1,1,3,4,10,10,1,10,4,4,4,10,1,1,1,1,1,5,1,1,5,1,5,5,5,1,1,2,3,4,4,4,4,5,5,5,5,5,1,1,1,1,1,1,2,2,2,2,2,10,8,7,7,1,5,1,1,1,1,1,1,-4,1,1,-4,1,1,1,1,1,2,1,1,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,5,5,1,1,5,5,5,1,-4,-4,-4,-4,-4,-4,-4,-4,4,2,2,12012,-4,2,2,2,2,2,2,2,2,2,4,4,4,1,5,5,5,2,1,-3,2,3,3,1,1943,71,2,-4,2,-4,1,1,12001,1,-4,-3,2,2,2,1,-4,12001,2,12135,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,1,1,0,0,4,4,4,1,10,10,10,2,3,2,4,4,4,4,4,4,4,4,2,2,1,4,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-3,-3,-3,0.4025,1,0.194167,1,0.5,0.33,0,0.276667,1,0,0,1,0.333333,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0.666667,1,0,0.33,0,0.11,1,0,0,0,0,1,0,0,0,0,1,615
191,6,12,12,191,1,1,3,4,1,1,2,4,2,1,2,2,1,1,2,1,2,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,-4,1,-4,3,3,1,3,1,3,1,1,8,7,-4,6,0,9,1,3,1,4,2,-2,1,3,1,1,1,2,1,1,1,3,1,2,3,2,2,5,2,2,2,4,3,3,3,1,3,-3,-3,-3,2,-3,5,7,2,10,1,1,10,1,2,1,3,4,3,1,2,2,1,3,2,2,2,3,2,2,2,2,1,2,3,1,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4,4,3,3,1,9,9,10,7,2,8,4,9,7,9,10,1,2,49,1,1,1,1,1,1,1,10,1,1,4,2,8,9,7,8,2,3,4,8,2,3,4,3,3,4,4,1,5,4,5,4,5,2,4,1,3,3,3,4,4,5,5,5,5,1,1,1,1,1,1,1,1,4,4,4,4,9,9,7,7,2,9,4,6,4,1,1,5,-4,1,6,-4,1,2,6,7,6,1,2,1,1,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,1,3,1,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,2,3,3,2,-4,2,1,3,1,2,2,1,4,2,1,1,6,-3,-3,-3,-3,-3,2,1,1,2,9,1,1992,22,2,-4,2,-4,1,1,12001,8,-4,25,1,2,1,3,-4,12001,1,12104,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,-2,2,-2,0,3,3,3,3,7,7,6,2,2,2,2,2,2,1,1,2,2,2,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,0.165833,1,0.242083,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.333333,1,0.33,0.33,0.33,0.33,1,0,0,0,0,1,0,0,0.66,0.22,1,0.444444,0,0.555556,0.333333,1,0.33,0.5,0.415,0.415,1,615
192,6,12,12,192,1,1,3,4,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,10,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,-4,2,-4,1,3,1,3,2,3,3,1,10,5,-4,6,0,10,3,-2,3,2,4,1,1,3,1,1,3,3,2,2,1,4,1,5,4,1,2,4,2,2,2,4,3,3,3,1,3,-3,-3,-3,2,-3,5,6,10,5,1,1,10,1,2,1,3,4,4,1,1,2,2,3,2,2,2,3,2,2,2,2,1,2,3,1,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4,3,3,3,2,8,8,10,6,5,7,5,10,10,8,10,1,2,49,1,1,1,1,1,1,1,10,1,1,4,2,9,8,6,8,2,2,4,9,3,3,4,3,3,5,4,1,5,4,4,4,5,2,4,1,3,4,4,4,4,5,5,5,5,1,1,1,1,1,1,1,2,4,4,4,4,10,10,6,8,4,8,2,6,1,2,1,5,-4,1,6,-4,1,1,6,8,3,1,2,1,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,4,1,2,1,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,2,3,3,2,-4,3,1,2,1,3,3,1,3,1,1,1,6,-3,-3,-3,-3,-3,2,1,1,2,8,1,1992,22,2,-4,2,-4,1,1,12001,8,-4,24,1,1,2,3,-4,12001,1,12104,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,2,2,-2,0,3,4,3,3,6,6,5,2,2,2,1,2,1,1,1,2,1,2,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1,0.221667,1,0.37375,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0.666667,1,0,0.33,0.33,0.22,1,0,0,0,0,1,0.5,0.33,0.66,0.496667,1,0.444444,0,0.555556,0.333333,1,0.33,1,0.665,0.665,1,615
193,6,12,12,193,1,2,1,4,1,2,4,4,2,1,1,2,1,1,1,1,1,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,2,1,-4,1,-4,1,3,2,1,1,1,1,1,6,4,-4,6,0,7,-2,-3,-2,-3,-2,-3,-2,2,2,2,3,5,2,2,5,5,3,2,2,5,5,-2,2,2,2,4,1,3,3,1,-2,2,-3,-3,3,-3,-1,5,5,6,10,3,1,3,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,10,-2,-2,4,49,2,1,3,1,1,-2,2,10,2,2,4,2,-2,-2,-2,5,4,4,4,6,1,1,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,3,3,-2,1,1,5,5,1,1,1,1,1,1,1,2,3,3,4,4,1,1,5,1,5,1,-2,10,1,10,1,1,-4,1,1,-4,1,1,1,1,1,1,-2,-2,-2,-4,-4,-4,-4,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,5,5,5,5,5,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,3,1,1,2,-4,3,-2,-2,2,-2,-2,-2,4,-2,2,2,6,-3,-3,-3,-3,-3,2,1,1,4,2,1,1991,23,2,-4,2,-4,1,1,12001,9,-4,24,1,2,2,3,-4,12003,1,12104,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,-2,-5,-1,0,2,2,2,3,10,10,7,2,1,2,4,4,4,4,4,4,4,4,-3,-3,-3,-3,-3,-3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,0.525556,1,0.051,0.915,0.5,0,0.33,0.276667,1,0.33,1,0.166667,0.498889,1,1,1,0,0.666667,1,0.66,0.66,0.66,0.66,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,0.66,615
194,6,12,12,194,1,2,3,4,1,1,2,3,2,1,1,2,2,2,2,1,2,1,2,8,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,1,1,2,-4,1,-4,1,2,1,2,2,2,1,1,9,1,-4,6,0,8,1,2,1,2,3,2,1,3,1,1,1,2,1,3,4,2,2,3,4,3,1,1,2,2,2,3,3,1,1,1,2,-3,2,-2,2,-3,-1,10,10,1,6,10,7,1,2,2,3,4,4,1,2,2,2,3,2,2,3,4,4,3,3,2,2,3,4,2,-4,-4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,4,1,4,3,2,10,-2,10,6,10,-2,5,1,5,10,7,3,4,49,1,3,1,1,1,1,-2,10,1,1,3,2,1,5,10,9,2,0,4,1,1,1,3,2,1,4,2,2,5,2,4,4,5,1,4,1,3,2,4,4,-2,5,5,5,5,5,1,1,2,2,2,1,1,4,4,4,4,10,10,9,8,5,10,1,1,1,5,1,1,-4,1,5,-4,1,1,3,9,5,1,3,1,1,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,5,1,5,1,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,3,1,1,5,-4,4,-2,1,1,2,3,1,3,3,1,1,6,-3,-3,-3,-3,-3,2,1,-2,2,2,1,1990,24,2,-4,2,-4,1,1,12001,9,-4,25,1,2,1,3,-4,12001,1,12104,-4,-4,12001,1,1,5,-4,2014,126,122014,-4,3,2,-2,0,3,1,-3,3,10,10,2,2,1,-1,4,3,4,4,2,4,4,-1,-3,-3,-3,-3,-3,-3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,0.165833,1,0.133287,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.333333,1,0.33,0.33,0.33,0.33,1,0,0,0,0,1,0,0.33,0.33,0.22,1,0,0,0.444444,0.148148,1,0.33,0,0.165,0.165,1,615
