"","V1","V2","B_COUNTRY_ALPHA","COW","C_COW_ALPHA","V2A","V2B","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56_01","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149_07","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179G","v179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V210_local","V211","V212","V213","V214","V215","V216","v216R2","v216R","V217","V217R","V217CS","V218","V219","V220","V221","V222","V225","V226","V227","V227CS","V228","V229","V230","V231","V232","V233","V234","N_REGION_ISO","V235","V237A","V237B","V237C","V237D","V238","V236","S018","V236A","Y001","Y002","Y003","SACSECVAL","SACSECWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","wave"
"207",3,840,"USA",2,"USA",840,1,207,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,4,3,2,2,1,1,3,3,3,3,3,3,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,3,3,1,3,8,9,1,1,3,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,NA,2,2,2,1,NA,3,1,1,2,2,2,4,3,1,2,1,3,1,NA,1,1,1,1,1,2,3,2,2,2,3,3,5,NA,5,2,7,2,2,8,7,5,1,1,NA,3,3,3,3,NA,NA,3,3,NA,2,2,NA,NA,3,NA,4,4,2,2,4,4,2,1,NA,2,2,2,1,2,4,1,3,2,2,2,1,NA,1,3,NA,2,2,1,2,2e+07,2,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,4,3,2,8,3,3,3,1,1,1,NA,1102,1240,840002,840002,840003,5,3,1,1961,34,2,2,6,3,840120,NA,2,1,5,1,1,3,9,9,4,625,75,2,6,840011,840003,NA,1240,1,1,1,1,1995,0.79034,0.648508,0.79034,3,2,0,0.174829,0.915,0.586852,1,0,0,0,0,0,0,0.166667,0.055556,0,0,0,0,0.66,NA,0.66,0.64376,0,0,1,0.333333,1,0.33,1,0.776667,0.333333,0.111111,0.777778,0.407407,0.66,1,0.83,0.83,3
"208",3,840,"USA",2,"USA",840,1,208,1,1,2,3,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,4,2,1,1,1,3,1,2,3,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,3,3,3,9,7,9,1,1,2,2,3,5,4,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,6,0,2,2,2,2,1,2,1,1,2,1,3,2,4,3,1,2,1,2,3,1,1,3,3,1,1,2,2,1,2,2,3,3,8,2,10,10,10,1,1,10,1,1,2,3,2,3,1,3,2,2,1,2,3,3,2,2,2,2,2,2,6,6,6,3,3,4,2,2,2,3,2,3,3,4,3,1,7,1,1,1,1,1,1,3,3,2,1,2,0,100000020,2,7,1,1,2,1,2,2,1,1,8,2,6,8,1,1,1,8,1,7,9,1,1,5,1,2,1,NA,1102,1240,840002,840002,840003,5,3,1,1974,21,1,1,5,2,840119,18,1,1,7,2,1,2,9,9,4,229,89,1,7,840011,840003,NA,1240,1,1,2,1,1995,1.82077,0.648508,1.82077,4,2,NA,0.304167,1,0.623611,1,0,0.33,0.33,0.22,0.33,0,1,0.443333,1,0,0,0.333333,0.66,0,0,0.22,0,0,0,0,1,0.66,1,0.886667,0.777778,0.666667,0.888889,0.777778,0.66,1,0.83,0.83,3
"209",3,840,"USA",2,"USA",840,1,209,1,1,1,3,1,1,1,3,1,2,1,2,2,2,1,1,2,1,1,2,2,4,3,1,1,3,1,3,3,3,3,1,3,2,1,2,2,3,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,3,1,10,10,7,1,1,3,2,2,3,1,4,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,3,3,1,2,2,2,2,1,2,1,3,1,3,3,1,NA,2,1,1,2,1,1,2,1,1,1,1,2,1,3,2,3,3,5,3,10,1,5,5,5,10,10,8,2,3,1,1,2,3,2,3,2,3,3,3,2,3,2,4,4,2,9,5,3,3,4,4,2,1,1,3,2,2,1,1,3,1,3,2,2,2,3,1,1,3,3,2,1,1,2,2e+07,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,NA,1103,1240,840001,840001,840002,5,2,2,1925,70,3,6,5,2,840119,18,2,4,5,1,3,2,4,4,3,735,45,1,3,840010,840002,NA,1240,1,1,1,1,1995,0.57024,0.648508,0.57024,2,2,0,0.096389,1,0.437981,0.915,0,0,0.33,0.11,0,0,0.166667,0.055556,0,0,0,0,0,0.33,0.33,0.22,0,1,1,0.666667,0,0,0.66,0.22,0,0.444444,0.444444,0.296296,0.66,NA,NA,0.56896,3
"210",3,840,"USA",2,"USA",840,1,210,1,1,2,3,3,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,3,3,1,7,7,8,2,2,3,2,2,3,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,3,1,1,NA,2,1,3,2,2,2,3,3,3,2,1,4,2,1,2,1,2,1,1,1,1,1,3,1,3,3,3,3,6,2,5,3,4,3,2,8,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,8,2,2,3,1,2,2,3,3,3,1,NA,3,2,3,2,2,2,3,NA,1,NA,1,2,3,1,1,10100000,1,3,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,1,1,2,3,3,1,2,3,1,1,NA,1103,1240,840002,840002,840001,840003,2,2,1930,65,3,6,5,2,840119,22,2,7,NA,2,2,3,4,4,3,200,40,3,4,840010,840001,NA,1240,2,2,2,2,1995,0.57024,0.648508,0.57024,3,3,1,0.165278,1,0.512778,1,0,0,0.33,0.11,0.33,0,0.333333,0.221111,0,0,0,0,0.33,0.33,0.33,0.33,1,0,1,0.666667,1,0.66,0.66,0.773333,0,0.111111,0.222222,0.111111,1,0,0.5,0.5,3
"211",3,840,"USA",2,"USA",840,1,211,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,3,NA,1,1,3,3,3,1,3,1,1,1,2,2,2,4,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,3,3,3,5,5,5,2,1,2,2,3,3,4,2,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,3,1,1,2,2,2,3,2,2,2,3,3,3,3,4,2,4,2,3,1,1,2,2,2,1,1,2,1,1,2,2,3,4,2,3,5,4,2,2,9,4,4,2,3,1,1,1,1,1,NA,NA,2,1,1,1,2,2,2,2,2,4,4,7,2,2,4,1,1,2,3,3,3,1,1,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2e+07,1,2,1,1,NA,2,2,NA,NA,1,7,1,3,3,3,1,2,7,7,7,7,7,7,2,3,1,1,NA,1105,1240,8,8,840002,5,2,1,1957,37,2,3,9,3,840123,25,2,1,3,2,1,NA,9,9,3,110,40,1,4,840010,840001,NA,1240,1,1,1,1,1995,1.26054,0.648508,1.26054,5,3,0,0.347806,0.915,0.86,1,0.5,0,0.33,0.276667,0,0,0.166667,0.055556,1,1,1,1,0,NA,0,0.059,1,1,1,1,1,0.66,0.66,0.773333,0.666667,0.666667,0.666667,0.666667,1,1,1,1,3
"212",3,840,"USA",2,"USA",840,1,212,1,2,3,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,4,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,3,3,3,4,8,10,2,1,3,1,3,3,4,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,3,2,2,2,1,1,2,3,3,3,4,3,3,1,3,1,2,1,4,1,1,1,1,1,1,1,2,1,2,2,3,3,6,2,8,2,10,3,2,7,6,7,2,2,2,2,3,3,3,3,2,4,3,3,3,3,NA,1,3,2,7,3,1,4,3,4,3,2,1,3,2,4,1,1,3,1,6,2,2,2,1,1,2,1,2,2,1,1,2,2e+07,2,4,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,10,3,6,6,9,1,3,5,1,5,5,1103,1240,840001,840001,840003,5,4,2,1969,26,1,2,8,3,840122,91,2,5,NA,2,2,2,8,8,4,855,65,1,NA,840010,840003,NA,1240,1,1,1,1,1995,2.1209,0.648508,2.1209,2,2,1,0.179167,1,0.584676,1,0,0,0,0,0.33,0,0.5,0.276667,0,0,0,0,0.33,0.33,0.66,0.44,0,0,1,0.333333,1,1,0.66,0.886667,1,0.555556,0.555556,0.703704,0.33,0.5,0.415,0.415,3
"213",3,840,"USA",2,"USA",840,1,213,1,1,1,2,1,1,2,1,2,3,1,2,2,2,1,1,2,1,1,2,2,2,3,1,1,1,3,3,1,3,1,2,2,2,2,NA,3,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,3,3,1,6,8,9,1,1,3,2,2,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,3,1,1,1,4,3,4,3,1,3,2,4,1,1,2,3,1,2,1,3,3,1,2,2,2,3,6,2,7,3,8,2,2,5,8,9,2,3,1,1,3,3,3,4,1,3,3,3,1,3,1,1,3,3,4,4,7,2,1,3,2,1,2,3,2,2,2,4,NA,1,3,1,1,1,2,1,1,2,3,2,2,2,1,10100000,1,2,1,1,NA,1,1,1,1,1,10,1,2,5,4,2,1,5,2,5,7,8,2,1,2,1,1,NA,1105,1240,840001,840001,840002,5,2,2,1961,34,2,2,9,3,840123,37,2,1,4,1,2,3,9,9,NA,740,70,2,NA,840010,840003,NA,1240,1,1,1,1,1995,1.29555,0.648508,1.29555,2,2,0,0.304723,1,0.712546,1,0.5,0,0.33,0.276667,0,0,0.166667,0.055556,1,1,0,0.666667,0,0,0.66,0.22,0,1,1,0.666667,1,1,1,1,0.444444,0.444444,0.666667,0.518518,0.33,1,0.665,0.665,3
"214",3,840,"USA",2,"USA",840,1,214,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,4,3,2,1,2,1,3,3,3,2,2,2,2,2,2,3,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,2,3,3,1,8,8,7,2,2,4,3,3,4,1,3,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,3,1,1,3,3,3,3,3,1,1,4,4,2,2,1,3,2,1,1,1,2,2,2,2,3,3,7,2,1,1,9,1,2,9,3,3,2,2,1,2,1,3,3,NA,1,2,3,2,NA,3,NA,3,NA,2,5,6,7,4,4,4,1,1,1,3,2,3,1,1,2,2,6,2,2,1,2,1,1,1,3,2,2,2,2,2e+07,2,2,1,1,1,1,1,1,1,1,10,1,1,4,4,1,1,6,2,6,8,8,4,5,3,1,1,NA,1105,1240,840001,840001,840002,5,2,2,1960,35,2,3,9,3,840123,24,2,5,4,2,1,2,9,9,4,457,70,1,6,840010,840003,NA,1240,1,2,2,1,1995,0.80034,0.648508,0.80034,3,2,0,0.263056,1,0.600324,1,0,0,0.66,0.22,0,0,0.166667,0.055556,1,1,0,0.666667,0.33,0,0,0.11,0,0,1,0.333333,1,0.66,0.66,0.773333,0.555556,0.555556,0.777778,0.62963,0.33,1,0.665,0.665,3
"215",3,840,"USA",2,"USA",840,1,215,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,3,4,1,3,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,2,2,2,2,2,2,2,3,3,1,8,9,8,2,2,2,3,3,4,2,3,1,2,1,2,1,2,1,2,2,1,2,2,2,1,3,6,7,1,NA,2,2,2,3,3,2,2,3,2,3,3,2,2,4,3,1,1,1,2,2,1,1,1,2,1,1,2,2,3,3,2,3,1,7,2,1,8,3,2,2,1,3,2,4,4,4,2,1,4,4,4,4,3,NA,NA,3,3,3,1,1,4,3,4,1,1,2,3,3,2,1,1,4,1,2,1,2,2,2,NA,NA,3,3,3,4,2,0,100000020,1,7,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,5,1,1,5,5,1,1,2,1,1,NA,1105,1240,840002,840002,840001,5,4,1,1945,49,2,4,5,2,840119,18,2,1,7,1,2,4,7,7,1,518,48,1,8,840010,840005,NA,1240,2,1,1,1,1995,0.6953,0.648508,0.6953,4,3,NA,0.276667,1,0.600741,1,0,0,0.66,0.22,0.33,0,1,0.443333,0,0,0,0,0.33,0,1,0.443333,0,0,1,0.333333,1,0.66,0.66,0.773333,0.444444,0,0.444444,0.296296,1,1,1,1,3
"216",3,840,"USA",2,"USA",840,1,216,1,1,1,2,1,1,1,4,1,1,1,2,2,2,2,1,1,2,2,2,2,4,3,1,2,2,3,2,3,3,3,3,3,2,3,3,2,1,2,1,2,2,2,1,NA,2,2,1,2,2,1,1,2,2,2,1,1,1,3,NA,1,1,3,2,2,3,1,3,NA,1,4,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,0,NA,1,NA,2,2,2,3,NA,1,2,NA,NA,NA,1,2,4,1,4,1,1,2,2,2,2,1,1,2,2,2,2,2,3,NA,NA,1,1,10,1,1,NA,NA,NA,NA,NA,2,2,2,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,NA,NA,NA,NA,1,NA,NA,6,2,2,2,2,NA,1,3,3,NA,NA,2,9,9e+07,1,4,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,NA,NA,2,6,NA,1,1,2,1,1,NA,1103,1240,NA,NA,NA,NA,2,2,1942,53,3,4,3,1,840117,15,2,5,7,2,2,NA,5,5,3,855,65,3,8,840010,840005,NA,1240,1,1,1,1,1995,0.64527,0.648508,0.64527,1,2,0,0.193334,1,0.37758,0.83,0.5,0,0,0.166667,0,0,0.5,0.166667,0,0,0,0,0.33,0.66,0.33,0.44,0,0,1,0.333333,0,NA,NA,NA,NA,0.111111,0.555556,0.300111,0.66,0,0.33,0.33,3
"217",3,840,"USA",2,"USA",840,1,217,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,3,1,1,1,1,3,3,2,3,2,1,1,2,2,3,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,3,1,4,9,9,2,2,3,2,2,2,1,4,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,4,4,2,2,2,2,2,3,1,2,1,3,3,3,3,2,2,3,3,4,NA,1,2,2,1,1,3,2,1,1,2,3,3,6,2,7,6,2,2,3,6,8,8,2,4,2,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,6,3,2,2,2,2,1,2,2,2,2,2,2,1,3,1,6,2,2,2,1,1,2,3,3,4,1,2,1,10100000,1,2,1,1,2,1,1,1,1,1,10,1,2,4,4,3,3,1,1,5,5,9,5,1,2,1,1,NA,1103,1240,840002,840002,840001,5,4,2,1955,40,2,3,5,2,840119,20,2,1,3,2,4,4,6,6,2,856,51,2,8,840010,840005,NA,1240,2,1,1,1,1995,1.20551,0.648508,1.20551,3,2,0,0.429722,1,0.558241,1,0,0,0.33,0.11,0,0,0.166667,0.055556,1,1,1,1,0,1,0.66,0.553333,1,0,1,0.666667,0,0.66,0.66,0.44,0,0.444444,0.444444,0.296296,0.66,1,0.83,0.83,3
"218",3,840,"USA",2,"USA",840,1,218,2,2,3,3,2,2,2,3,1,1,1,2,1,1,2,1,1,2,2,2,2,3,1,2,2,3,3,3,3,3,3,3,3,3,4,4,1,1,2,1,2,2,2,1,1,2,NA,2,2,1,1,2,1,2,1,1,1,2,2,1,1,4,6,3,2,3,3,3,3,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,1,3,3,2,1,2,2,1,2,2,2,2,3,3,3,3,1,2,2,1,1,2,1,1,3,2,1,1,2,2,2,2,3,3,3,6,3,7,2,9,2,2,7,6,5,2,3,3,3,3,3,3,3,3,4,4,3,4,4,2,2,4,2,5,2,6,NA,2,4,2,2,1,4,4,2,2,2,4,1,3,2,2,2,2,1,1,1,NA,4,3,1,NA,NA,1,6,2,1,NA,NA,NA,NA,NA,NA,6,2,1,1,1,1,1,1,1,4,4,4,1,1,2,2,1,NA,1105,1240,840001,840001,840003,5,4,1,1927,67,3,6,5,2,840119,18,2,4,2,1,2,5,2,2,3,730,50,2,5,840010,840003,NA,1240,2,2,2,2,1995,0.79534,0.648508,0.79534,2,2,0,0.427778,1,0.373056,1,0,0.33,0.66,0.33,0.33,1,0.833333,0.721111,0,0,0,0,0.66,0.66,0.66,0.66,0,0,1,0.333333,0.5,0.66,0.66,0.606667,0,0.333333,0.333333,0.222222,0.66,0,0.33,0.33,3
"219",3,840,"USA",2,"USA",840,1,219,1,3,3,4,4,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,3,3,3,10,8,1,1,1,3,2,3,3,4,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,1,0,8,1,1,2,2,2,1,1,1,1,2,3,3,2,3,1,2,3,2,2,1,3,3,1,1,2,3,1,2,2,3,2,5,2,8,3,9,5,3,6,1,5,2,4,2,3,3,4,3,4,4,4,3,4,4,3,4,4,3,3,10,1,1,2,1,2,4,2,1,2,1,1,4,2,4,1,5,2,2,2,1,2,2,3,3,3,2,1,9,9e+07,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,5,1,1,3,2,1,1,NA,1103,1240,840001,840001,840003,840002,3,2,1977,18,1,1,3,1,840117,17,2,5,13,2,2,3,3,3,4,600,60,1,5,840010,840003,NA,1240,2,2,2,2,1995,0.97541,0.648508,0.97541,4,2,NA,0.220833,1,0.30662,1,0,0,0.33,0.11,0,0,0,0,0,0,0,0,0.66,1,0.66,0.773333,0,0,0,0,1,0.33,0.66,0.663333,0,0,0.444444,0.148148,0.33,0.5,0.415,0.415,3
"220",3,840,"USA",2,"USA",840,1,220,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,3,2,2,3,3,3,3,3,1,3,3,2,3,3,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,3,3,1,3,8,8,2,2,3,2,3,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,0,3,2,1,2,2,1,2,2,2,3,2,3,3,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,7,3,9,2,9,2,2,9,7,6,2,4,2,2,3,3,3,3,3,4,4,4,2,4,2,2,4,3,6,1,5,4,1,4,2,2,1,3,3,3,2,1,4,1,2,2,2,2,3,NA,1,NA,NA,4,2,1,2,2e+07,1,3,2,1,NA,NA,NA,NA,1,1,8,2,1,1,1,1,1,6,1,6,6,6,1,3,2,1,1,NA,1105,1240,840001,840001,840003,5,4,2,1969,25,1,2,5,2,840119,19,2,1,2,2,1,4,4,4,2,435,55,1,5,840010,840003,NA,1240,2,1,1,2,1995,1.38559,0.648508,1.38559,2,2,2,0.303611,1,0.553889,1,0,0,0.33,0.11,0.33,1,0.333333,0.554444,0,0,0,0,0.33,0.66,0.66,0.55,1,0,1,0.666667,1,0.33,0.66,0.663333,0.555556,0.555556,0.555556,0.555556,0.66,0,0.33,0.33,3
"221",3,840,"USA",2,"USA",840,1,221,1,1,2,3,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,3,3,3,3,3,3,3,3,3,2,4,4,2,1,2,2,2,2,2,1,2,NA,1,2,2,2,2,1,2,2,2,1,2,3,3,3,4,6,6,2,3,3,3,3,2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,3,3,1,2,2,1,1,4,2,1,2,1,1,1,1,2,2,2,2,2,2,6,2,9,3,9,3,2,9,8,7,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,1,7,4,1,3,2,1,1,3,4,4,2,1,4,1,4,2,2,2,1,1,1,1,1,4,2,1,0,100000020,2,6,2,1,2,1,2,1,1,1,5,2,2,2,7,2,1,1,1,4,4,3,1,3,2,2,1,NA,1105,1240,840001,840001,840002,5,4,1,1966,29,1,2,2,1,840116,18,2,1,7,1,2,4,5,5,4,230,60,1,5,840010,840003,NA,1240,1,1,1,2,1995,0.91039,0.648508,0.91039,1,2,0,0.594445,1,0.414722,1,0,0.33,0.66,0.33,0.33,1,0.833333,0.721111,1,1,0,0.666667,0.66,0.66,0.66,0.66,1,0,0,0.333333,1,0.66,0.66,0.773333,0,0.333333,0.333333,0.222222,0.66,0,0.33,0.33,3
"222",3,840,"USA",2,"USA",840,1,222,1,1,2,1,3,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,9,9,9,2,2,3,3,3,3,2,4,1,1,1,2,2,2,2,2,2,1,2,1,1,1,5,1,2,1,1,2,2,2,1,1,2,2,3,2,3,1,3,2,1,2,1,2,1,3,1,1,1,3,2,3,3,3,3,3,9,2,9,1,10,2,1,9,5,4,2,4,1,1,2,3,3,3,2,4,4,4,2,3,2,2,NA,NA,5,2,2,4,1,3,1,2,1,4,2,2,2,2,4,1,2,2,2,2,1,NA,1,1,1,3,2,1,2,2e+07,1,2,1,1,1,1,1,1,1,1,9,1,1,1,2,2,1,3,1,3,3,8,2,2,3,1,1,NA,1105,1240,840001,840001,840002,5,4,2,1927,68,3,6,3,1,840117,18,2,4,3,1,1,2,4,4,3,100,55,1,5,840010,840003,NA,1240,2,2,2,2,1995,0.80034,0.648508,0.80034,3,2,1,0.234722,1,0.477222,1,0,0,0.66,0.22,0.33,0,0.166667,0.165556,0,1,0,0.333333,0,0.33,0.33,0.22,1,0,1,0.666667,0,0.66,0.66,0.44,0.222222,0.222222,0.222222,0.222222,0.66,0.5,0.58,0.58,3
"223",3,840,"USA",2,"USA",840,1,223,1,1,2,3,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,3,2,2,1,3,1,3,3,3,3,3,3,2,NA,NA,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,3,3,1,9,9,9,2,3,3,2,3,2,2,4,2,1,2,2,1,2,2,2,2,1,2,1,2,2,6,0,2,1,2,2,2,2,1,1,2,2,3,3,3,1,3,1,4,1,4,1,2,1,1,1,1,1,2,1,2,2,2,2,6,2,7,3,5,3,3,7,6,6,1,2,1,1,1,3,3,3,2,2,1,2,2,2,2,2,2,2,4,7,7,2,2,2,2,1,1,3,2,2,1,3,2,2,5,2,2,2,1,1,1,1,1,3,1,1,2,2e+07,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,NA,1105,1240,840001,840001,840002,5,2,2,1975,20,1,1,6,3,840120,21,1,2,7,2,1,4,5,5,2,1120,60,1,5,840010,840003,NA,1240,1,1,1,2,1995,0.97541,0.648508,0.97541,2,2,NA,0.055,1,0.398935,1,0,0,0.33,0.11,0,0,0,0,0,0,0,0,0,0.33,0,0.11,0,0,1,0.333333,1,0.66,0.66,0.773333,0,0,0.222222,0.074074,0.33,0.5,0.415,0.415,3
"224",3,840,"USA",2,"USA",840,1,224,1,2,2,1,1,1,3,4,1,1,2,2,1,1,2,2,1,2,1,2,1,4,3,1,2,3,3,3,3,3,3,1,3,2,3,3,3,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,3,1,6,8,10,2,2,3,2,3,5,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,1,NA,1,2,2,3,3,2,2,2,NA,2,2,1,2,1,1,4,1,1,3,3,1,1,NA,4,2,3,3,3,3,3,3,1,1,10,3,2,6,3,2,2,4,3,3,4,4,3,4,4,4,4,NA,NA,NA,2,2,NA,4,6,1,4,4,4,4,1,2,2,2,2,2,3,1,3,2,2,1,2,2,3,1,2,3,3,3,2,2,2,2e+07,2,2,1,1,NA,1,1,1,1,1,5,1,6,1,1,1,1,1,1,1,2,1,1,3,5,1,1,NA,1103,1240,NA,NA,NA,5,3,1,1919,76,3,6,3,1,840117,15,2,4,7,1,2,4,3,3,2,737,62,1,8,840010,840005,NA,1240,1,1,1,1,1995,0.53023,0.648508,0.53023,1,2,NA,0.263056,1,0.146759,1,0,0,0.33,0.11,0,0,0.166667,0.055556,0,0,0,0,0.66,1,1,0.886667,0,0,0,0,0,0.33,0.33,0.22,0,0,0.111111,0.037037,0.66,0,0.33,0.33,3
"225",3,840,"USA",2,"USA",840,1,225,1,1,2,2,4,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,4,1,2,1,3,3,3,3,3,3,2,2,3,3,3,2,1,1,1,1,NA,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,NA,NA,NA,10,10,10,2,2,3,NA,2,3,4,1,1,1,2,2,2,2,2,1,2,1,1,1,NA,1,5,2,2,1,NA,2,2,NA,3,2,2,NA,2,NA,3,3,1,2,1,4,3,1,1,3,1,1,1,3,3,3,3,3,3,3,5,3,5,2,10,2,3,8,3,NA,1,NA,2,2,3,3,3,3,2,3,3,3,3,3,NA,3,3,3,8,5,5,4,4,4,1,1,2,4,4,4,1,1,3,1,6,2,2,2,3,NA,1,3,NA,2,2,1,2,2e+07,1,3,2,1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,1,NA,5,5,NA,1,2,1,1,NA,1103,1240,840001,840001,840002,5,3,2,1924,71,3,6,3,1,840117,18,2,5,13,1,2,3,4,4,3,1115,45,2,4,840010,840002,NA,1240,1,1,1,1,1995,0.68029,0.648508,0.68029,3,2,NA,0.271611,0.915,0.386339,0.83,0,0,NA,0.202,0,1,0.333333,0.444444,0,0,0,0,0.33,0.33,0.66,0.44,0,0,0,0,NA,0.33,0.66,0.47991,0,NA,0.444444,0.235444,0.66,1,0.83,0.83,3
