"","study","wave","version","versn_s","doi_gesis","doi_wvsa","studytit","uniqid","intrvwr_id","cntry","cntry_AN","cntrycow","year","fw_start","fw_end","cntry_y","mode","mm_mixed_mode_EVS5","mm_mode_fu_EVS5","mm_matrix_group_EVS5","mm_fw_start_fu_EVS5","mm_fw_end_fu_EVS5","mm_year_fu_EVS5","ivlength","ivstart","ivstend","ivdate","mm_v277_fu_EVS5","mm_v278a_fu_r_EVS5","mm_v279a_fu_r_EVS5","lnge_num","lnge_iso","gwght","pwght","wght_eq1000","reg_nuts1","reg_nuts2","reg_iso","size_5c","respint","A001","A002","A003","A004","A005","A006","A008","A009","A170","A173","A027","A029","A030","A032","A034","A035","A038","A039","A040","A041","A042","A065","A066","A067","A068","A071","A072","A074","A078","A079","A080_01","A080_02","A124_02","A124_03","A124_06","A124_08","A124_09","A165","B008","C001","C001_01","C002","C002_01","D081","D026_03","D026_05","C038","C039","C041","D001_B","G007_18_B","G007_33_B","G007_34_B","G007_35_B","G007_36_B","D054","D059","D060","D061","D078","E001","E002","E003","E004","Y002","E012","E015","E018","E023","E025","E026","E027","E028","E033","E035","E036","E037","E039","E069_01","E069_02","E069_04","E069_05","E069_06","E069_07","E069_08","E069_18A","E069_18","E069_11","E069_12","E069_13","E069_14","E069_17","E069_20","E111_01","E114","E115","E116","E117","E179_WVS7","E181_EVS5","E224","E225","E226","E227","E228","E229","E233","E233A","E233B","E235","E236","E263","E264","E265_01","E265_02","E265_03","E265_04","E265_05","E265_06","E265_07","E265_08","F025","F028","F028B_WVS7","F066_EVS5","F034","F050","F051","F053","F054","F063","F114A","F115","F116","F117","F118","F119","F120","F121","F122","F123","F132","E290","F144_02","G005","G006","G052","G062","G063","G255","G256","G257","H009","H010","H011","X001","X002","X003","X003R","X003R2","G027A","X002_02A","X002_02B","V002","V002A","V002A_01","V001","V001A","V001A_01","X007","x026_01","X011","X013","X025A_01","X025R","W002A_01","W002R","V004AM_01","V004RM","V004AF_01","V004RF","X028","W003","X052","X035_EVS5","X036E_WVS7","V097EF","W005_EVS5","W006E_WVS7","X047_WVS7","X047E_EVS5"
"29755",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050011,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,50,7.56,8.46,20181205,NA,NA,NA,207,"it",0.591220742199304,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,1,1,2,2,2,1,3,2,1,10,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,4,1,2,4,2,2,2,1,2,1,4,2,3,3,3,2,3,3,4,3,1,4,1,4,2,1,2,1,2,2,3,2,3,5,10,10,6,1,2,1,3,3,1,3,4,2,2,2,3,3,3,3,3,3,4,3,4,1,NA,38005,5,2,10,1,1,5,10,5,8,10,8,1,2,1,3,2,2,2,1,3,4,1,4,NA,7,1,NA,0,0,0,5,1,1,1,1,5,1,8,8,8,1,1,1,1,1,1,2,3,3,1,2,1,3,3,4,1,1956,62,5,3,1,380,"IT",1,380,"IT",1,380,"IT",6,2,0,2,3,2,NA,NA,1,1,2,1,4,NA,2,42,NA,3,NA,NA,NA,8
"29756",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050012,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,64,14.23,15.27,20181016,NA,NA,NA,207,"it",1.18077044505567,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,1,1,2,2,3,1,3,2,2,8,7,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,4,2,2,2,2,2,3,1,1,1,2,2,2,2,3,3,3,3,1,3,4,2,3,1,2,1,3,1,1,1,3,3,8,8,7,4,3,3,2,2,2,2,2,1,1,2,3,3,2,2,1,3,3,4,4,1,NA,38005,8,1,10,8,1,8,10,8,8,10,7,1,1,1,4,4,3,1,1,1,4,0,8,NA,7,2,1,1,0,0,3,1,2,1,1,7,5,8,8,10,2,2,1,1,1,1,4,2,3,1,1,1,3,4,4,1,1948,70,6,3,1,380,"IT",1,380,"IT",1,380,"IT",3,1,0,1,2,1,NA,NA,1,1,1,1,4,NA,1,74,NA,8,NA,NA,NA,4
"29757",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050013,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,49,15.53,16.42,20180927,NA,NA,NA,207,"it",0.584694639936307,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,1,1,3,3,4,1,4,NA,2,6,6,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,5,2,5,NA,5,2,1,1,1,1,NA,NA,4,NA,NA,4,4,4,3,4,1,4,1,4,2,0,3,NA,4,3,2,3,3,NA,10,1,1,4,4,2,4,4,3,4,4,4,4,4,4,3,3,4,4,1,3,4,4,2,NA,38066,1,1,10,6,1,10,10,NA,NA,10,2,1,1,2,4,2,2,4,2,4,4,0,8,NA,7,2,NA,NA,NA,NA,10,1,1,4,1,NA,1,3,10,3,NA,NA,1,1,1,4,2,4,4,3,1,4,4,3,4,1,1952,66,6,3,1,380,"IT",1,380,"IT",1,380,"IT",1,1,1,2,7,3,3,2,2,1,3,2,4,4,2,12,NA,2,23,NA,NA,NA
"29758",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050014,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,72,14.51,16.03,20181023,NA,NA,NA,207,"it",1.27053766373951,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,1,1,2,2,3,1,3,2,2,9,7,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,1,1,2,3,1,1,1,2,1,2,2,3,3,3,2,4,3,3,4,1,3,2,1,2,0,1,1,3,1,3,1,3,8,7,2,9,1,3,2,2,4,3,4,4,2,2,4,4,2,3,4,3,1,2,2,4,1,NA,38013,2,1,9,8,1,9,10,9,10,10,4,1,1,3,3,1,2,3,2,1,4,1,4,NA,6,2,NA,0,0,0,2,1,1,1,2,5,6,7,7,9,4,8,1,8,1,3,2,3,3,2,3,2,2,3,4,1,1957,61,5,3,1,380,"IT",1,380,"IT",1,380,"IT",1,1,2,2,2,1,2,1,1,1,1,1,3,1,NA,75,NA,7,33,NA,NA,7
"29759",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050015,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,77,10.52,12.09,20180929,NA,NA,NA,207,"it",0.658091203081922,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,2,1,2,3,2,1,1,2,2,10,8,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,NA,1,1,1,2,3,3,3,3,4,1,2,1,1,1,1,NA,2,3,NA,2,1,3,3,2,3,1,4,1,NA,NA,0,3,1,2,3,3,3,3,8,5,2,5,1,1,2,3,3,2,2,3,1,1,2,3,2,4,3,2,4,3,2,3,1,NA,NA,7,1,10,6,1,10,10,NA,10,10,4,1,1,1,4,2,4,3,1,NA,4,1,2,NA,1,1,1,NA,NA,NA,8,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,4,2,2,1,2,1,2,NA,4,1,1943,75,6,3,1,380,"IT",1,380,"IT",1,380,"IT",1,1,2,2,3,2,2,1,1,1,1,1,3,5,NA,61,NA,9,33,NA,NA,10
"29760",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050016,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,57,10.32,11.29,20180928,NA,NA,NA,207,"it",1.0210029457786,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,1,1,1,1,2,2,1,2,1,4,9,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,2,1,2,5,1,2,3,1,3,1,1,5,1,1,2,3,3,2,1,4,4,4,4,1,3,3,4,2,1,1,3,3,1,2,2,2,10,10,1,5,1,3,4,4,4,4,4,4,3,3,4,4,3,3,4,3,1,2,2,4,2,NA,38009,8,10,10,5,8,10,10,8,8,1,1,1,1,4,3,1,1,4,3,1,4,1,7,NA,2,1,1,1,0,1,8,1,2,1,1,10,10,9,10,9,9,9,1,3,1,1,2,4,1,1,4,4,2,4,4,1,1993,25,2,1,1,380,"IT",1,380,"IT",1,380,"IT",6,2,0,4,6,3,NA,NA,3,2,2,1,2,NA,2,52,NA,3,NA,NA,NA,9
"29761",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050017,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,58,17.36,18.34,20181016,NA,NA,NA,207,"it",0.873833828965908,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,1,1,2,3,3,2,3,1,3,8,7,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,2,1,2,5,1,2,3,2,1,1,3,3,1,2,2,3,3,3,2,4,4,2,3,1,2,3,4,2,1,1,2,2,1,2,1,2,9,8,5,5,4,2,1,3,4,1,3,2,3,3,2,4,3,3,1,4,7,3,4,3,1,NA,38014,8,1,10,7,1,10,10,7,9,8,7,1,1,4,4,3,3,3,1,3,4,8,6,NA,6,2,1,1,1,1,6,1,1,1,1,10,1,8,10,10,1,1,4,4,1,1,3,3,3,2,3,1,2,4,3,1,1970,48,4,2,1,380,"IT",1,380,"IT",1,380,"IT",1,1,1,3,7,3,2,1,2,1,3,2,1,5,2,25,NA,5,51,NA,NA,7
"29762",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050018,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,88,15.3,16.58,20180926,NA,NA,NA,207,"it",0.591220742199304,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,1,1,1,2,1,1,1,2,3,7,6,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,4,2,4,1,2,2,2,1,1,1,2,2,3,2,2,2,3,3,2,3,1,3,4,2,3,1,3,1,1,1,3,1,2,2,3,8,9,3,3,2,3,3,2,2,3,2,2,3,3,2,2,2,3,4,3,3,4,1,NA,38001,7,1,10,8,1,7,10,7,7,10,10,1,1,2,4,3,2,2,2,3,4,1,3,NA,1,1,1,1,0,0,7,1,1,1,1,10,7,10,10,10,1,7,1,1,1,1,3,1,1,1,2,1,3,3,4,1,1959,59,5,3,1,380,"IT",1,380,"IT",1,380,"IT",1,1,2,2,3,2,2,1,1,1,1,1,4,5,1,0,NA,7,53,NA,NA,6
"29763",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050019,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,76,14.57,16.13,20190111,NA,NA,NA,207,"it",0.556638103237462,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,1,1,1,2,2,1,1,1,1,10,8,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,1,1,3,3,3,3,1,3,1,2,2,2,1,1,2,2,2,2,3,3,3,3,3,3,4,4,2,3,0,3,3,3,1,3,2,3,5,9,4,6,2,1,1,1,3,1,3,3,3,3,3,3,3,1,3,3,2,3,2,4,1,NA,38005,10,5,10,5,1,2,10,10,5,10,6,1,1,1,3,3,3,1,1,3,3,1,4,NA,1,1,1,1,NA,NA,10,1,1,1,1,10,1,6,8,10,10,1,1,1,1,1,4,2,3,1,1,1,1,4,4,2,1958,60,5,3,1,380,"IT",1,380,"IT",1,380,"IT",6,2,0,2,4,2,NA,NA,1,1,1,1,2,NA,1,23,NA,4,NA,NA,NA,7
"29764",1,1,"3-0-0 (2022-05-23)","5-0-0 (2022-05-16)","doi:10.4232/1.13899","doi:10.14281/18241.19","EVS5",380050020,503181,380,"IT",325,2018,201809,201901,3802018,1,5,NA,NA,NA,NA,NA,53,19.03,19.56,20180926,NA,NA,NA,207,"it",0.556638103237462,2.11849960474308,0.43917435221783,"ITC","ITC1",NA,1,1,1,2,2,3,1,2,2,3,8,7,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,1,0,2,1,2,4,1,2,4,4,3,1,1,3,1,2,2,3,3,3,4,4,4,3,4,3,1,4,1,2,1,3,1,2,2,3,3,3,7,10,3,9,6,2,3,4,4,2,4,2,4,4,4,4,3,3,4,3,5,3,3,4,1,NA,38009,8,3,9,4,1,10,10,10,4,10,3,1,1,4,2,1,1,1,1,1,3,1,1,NA,1,1,1,1,1,1,9,1,1,1,1,5,1,3,3,5,3,1,1,1,1,3,3,3,2,2,2,2,4,4,4,2,1960,58,5,3,2,756,"CH",0,756,"CH",1,380,"IT",1,1,0,2,3,2,2,1,2,1,1,1,1,4,2,32,NA,8,31,NA,NA,7
