"","V1","C_COW_ALPHA","COW","B_COUNTRY_ALPHA","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V67B","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77_01","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160E","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","v184b","V184G","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","Q223_LOCAL","V221","V222","V223","V224","V225","V225R2","V225R","V226","V226R","V226CS","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V236CS","V237","V238","V239","V240","V241","V242","V246","V247","V243","REGION_ISO","V244","V245","S018","V245A","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","wave"
"270",4,"USA",2,"USA",840,840,4606,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2,4,3,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,6,7,9,3,4,1,1,2,1,2,2,2,2,1,2,2,2,2,3,1,1,1,3,1,2,2,2,4,2,2,2,2,1,1,3,1,3,1,3,3,3,1,2,3,1,4,NA,2,1,2,1,1,3,4,1,2,2,2,2,5,2,10,8,10,5,6,3,2,4,4,4,3,4,3,3,3,2,2,2,3,3,3,3,1,4,2,4,1,4,2,2,2,2,3,4,1,4,3,3,3,3,3,3,2,100000020,0,6,2,2,1,1,1,1,1,1,1,1,10,1,1,1,3,2,3,2,3,5,1,6,1,1,1,4,1,1,3,1,1,3,1102,1240,840002,840002,840005,840001,2,1967,32,2,2,5,2,840119,29,2,1,3,1,NA,NA,1,3,3,840003,3,1220,45,2,8,840003,1999,19991202,840007,NA,1240,0.78534,0.833333,0.78534,2,2,NA,0.551445,0.915,0.428611,1,0,0,0,0,1,0,1,0.833333,0.611111,1,1,0,1,0.666667,1,1,1,NA,0.928,0.66,0,0,1,0.333333,1,0,0.66,0.66,0.44,1,0,0,0.333333,0.111111,1,0.66,1,0.83,0.83,1,2,8400480270,4
"271",4,"USA",2,"USA",840,840,4607,1,2,1,3,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,8,9,9,4,4,3,1,2,1,2,1,1,2,1,1,1,2,3,3,1,2,4,2,1,1,1,1,5,NA,1,2,2,2,2,3,2,2,2,2,2,2,1,4,1,4,1,2,1,3,1,1,1,3,2,1,3,3,3,3,2,3,9,2,8,1,7,3,2,2,3,2,NA,2,NA,2,2,2,2,1,1,NA,2,2,7,3,2,4,2,NA,4,NA,NA,2,2,2,1,2,3,3,3,3,3,1,1,10100000,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,3,3,1,1,1,1,5,2,1,6,2,1,2,NA,1,1,1103,1240,840001,840001,840002,NA,2,1927,72,3,6,9,3,840123,22,2,2,3,2,2,7,2,4,NA,NA,3,635,110,2,8,840002,1999,19991202,840007,NA,1240,0.78534,0.833333,0.78534,1,2,NA,0.11411,0.915,0.304167,1,0,0,0.33,0.11,1,0,0,0,0,1,0,0,0,0,1,0.33,0.33,NA,0.34644,0.66,1,0,0,0.333333,1,0,0.33,0.33,0.22,1,0.444444,0,0.555556,0.333333,1,0.66,0,0.33,0.33,1,2,8400480271,4
"272",4,"USA",2,"USA",840,840,4608,1,2,2,3,3,2,2,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,3,1,2,1,1,3,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,9,8,10,3,4,3,2,2,2,2,2,2,2,1,2,1,1,2,4,4,4,2,4,1,4,1,6,9,3,2,2,1,1,3,3,2,NA,1,4,3,3,1,2,1,3,1,1,1,2,2,1,1,3,2,1,3,3,2,3,5,1,3,1,3,2,8,3,3,3,1,1,1,1,4,3,3,3,2,2,1,1,2,2,6,3,3,4,3,3,2,2,3,2,2,2,1,3,2,3,2,2,1,1,1,10100000,1,4,1,1,1,1,1,1,1,1,1,1,5,2,1,5,4,4,4,3,8,2,2,3,5,2,5,5,5,5,4,2,1,1,1105,1240,5,5,840005,NA,2,1962,37,2,3,5,2,840119,20,2,3,7,2,1,3,1,2,9,840009,3,NA,45,1,8,840002,1999,19991203,840007,NA,1240,0.78534,0.833333,0.78534,3,2,0,0.454342,0.915,0.623611,1,0,0,0.66,0.22,1,0.33,0,0.5,0.276667,1,1,1,1,1,1,0.66,0,NA,0.3207,0.66,1,0,0,0.333333,1,1,1,0.66,0.886667,1,0.444444,0.444444,0.444444,0.444444,1,0.66,1,0.83,0.83,1,2,8400480272,4
"273",4,"USA",2,"USA",840,840,4609,1,2,2,3,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,3,1,4,4,4,3,2,1,1,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,5,10,4,1,4,1,1,2,1,1,2,2,1,1,2,2,2,4,5,2,3,2,1,1,2,2,1,8,1,2,2,2,2,3,1,2,1,3,3,1,3,4,1,4,1,1,2,2,2,1,1,2,2,3,3,3,3,3,7,1,8,1,5,2,9,1,1,1,4,2,2,1,2,4,3,2,2,2,3,2,2,1,NA,2,2,2,2,NA,NA,NA,NA,NA,2,2,1,3,3,3,3,3,3,1,2,100000020,0,5,3,1,1,1,NA,NA,1,1,1,1,10,NA,1,1,2,2,2,2,2,2,7,7,7,5,5,5,5,5,2,4,1,3,1103,1240,840005,840005,NA,NA,2,1978,21,1,1,3,1,840117,19,2,7,2,1,NA,NA,4,2,4,840004,4,NA,45,3,8,840002,1999,19991203,840007,NA,1240,0.78534,0.833333,0.78534,2,2,2,0.458889,0.915,0.63463,1,0,0,0.33,0.11,1,0.33,1,0.666667,0.665556,1,1,1,1,1,1,0,0,NA,0.06,0.66,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0.666667,0.444444,0.444444,0.518518,1,0.66,0.5,0.58,0.58,1,2,8400480273,4
"274",4,"USA",2,"USA",840,840,4610,1,2,3,2,1,1,1,2,3,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,3,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,1,5,5,10,4,4,1,1,2,1,2,1,1,2,1,2,1,1,5,5,3,2,5,1,1,1,1,2,0,5,1,2,2,2,1,4,2,2,2,3,4,1,3,2,1,3,4,2,1,3,2,2,1,2,2,1,2,2,2,2,4,1,8,1,6,6,5,1,2,1,4,3,3,4,3,2,3,3,3,3,3,3,3,3,4,1,1,3,1,4,1,3,3,2,2,3,1,1,3,1,3,3,3,1,1,100000020,0,2,1,1,1,1,2,1,1,1,2,1,10,1,1,1,1,5,3,5,5,2,6,7,10,10,6,4,1,1,5,4,3,3,1105,1240,840002,840002,5,840001,2,1978,20,1,1,4,2,840118,NA,2,6,1,2,1,7,4,4,7,840007,4,315,45,2,6,840004,1999,19991203,840007,NA,1240,0.78534,0.833333,0.78534,3,2,NA,0.493806,0.915,0.524074,1,0.5,0.66,0,0.386667,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0,1,NA,0.533,0.66,0,0,0,0,1,1,0.66,1,0.886667,1,1,0.555556,0.333333,0.62963,1,0.66,0.5,0.58,0.58,1,2,8400480274,4
"275",4,"USA",2,"USA",840,840,4611,1,1,2,3,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,3,1,4,2,2,3,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,3,10,10,10,1,4,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,5,2,1,1,2,1,5,5,1,2,2,2,1,2,3,3,3,2,3,2,1,1,2,4,1,1,1,1,3,3,1,2,2,3,3,3,3,3,5,3,8,1,10,2,2,2,1,2,3,3,2,3,4,3,3,4,2,3,3,3,2,2,2,2,3,4,1,3,1,2,3,1,2,4,1,4,2,2,1,1,1,1,2,10100000,1,2,1,2,2,2,2,1,1,1,1,1,10,1,1,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1103,1240,840002,840002,840005,840001,1,1919,80,3,6,6,3,840120,21,2,4,1,1,NA,NA,2,2,6,840006,3,221,47,2,6,840002,1999,19991206,840007,NA,1240,1.376147,0.833333,1.376147,1,2,0,0.222855,0.915,0.207083,1,1,0,0,0.333333,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,0.66,NA,0.50253,0.66,0,0,1,0.333333,1,0,0.33,0.66,0.33,1,0,0,0,0,1,0.33,0,0.165,0.165,1,2,8400480275,4
"276",4,"USA",2,"USA",840,840,4612,1,1,2,3,1,3,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,3,3,2,3,3,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,5,7,6,3,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,3,4,1,1,1,3,1,9,1,2,2,2,1,NA,2,2,NA,2,1,NA,1,3,3,4,1,4,NA,3,3,1,1,3,1,2,1,1,2,2,NA,5,2,8,3,8,1,6,3,4,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,2,4,1,2,NA,3,3,2,2,2,1,3,2,3,2,2,3,1,2,100000020,0,7,2,2,2,2,2,2,1,1,2,2,1,2,2,7,5,1,5,1,6,7,5,5,3,6,6,6,6,6,2,1,3,4,1103,1240,NA,NA,840002,840001,1,1969,30,2,2,6,3,840120,35,2,1,4,1,NA,NA,2,4,4,840004,3,527,57,2,6,840002,1999,19991206,840007,NA,1240,1.376147,0.833333,1.376147,2,2,1,0.741767,0.83,0.334445,0.915,0,0.66,NA,0.44752,0.66,0.66,1,1,0.886667,1,1,1,1,1,1,0.66,0.66,NA,0.63288,0.66,1,0,0,0.333333,1,0,0,NA,0.145,0.66,0.222222,0.555556,0.555556,0.444445,1,0.33,0.5,0.415,0.415,1,2,8400480276,4
"277",4,"USA",2,"USA",840,840,4701,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,3,1,3,1,4,1,2,3,4,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,3,1,7,3,3,3,2,1,1,1,1,2,1,1,2,1,1,2,2,4,5,5,5,4,5,2,1,1,3,1,2,2,2,2,1,3,4,4,1,1,4,4,2,1,1,4,2,3,2,1,1,1,1,1,3,2,2,1,1,1,2,5,3,5,7,10,7,7,2,2,2,4,3,3,3,4,4,4,4,3,3,3,4,4,4,8,2,4,2,3,NA,2,3,3,2,3,2,2,1,NA,1,NA,3,3,3,2,NA,NA,2,3,2,2,1,2,2,1,1,1,1,8,2,2,3,2,3,2,2,5,5,7,4,6,6,5,5,6,6,1,2,3,2,1102,1270,840001,840001,840005,840002,2,1948,51,3,4,4,2,840118,18,2,1,3,1,NA,NA,2,4,5,840005,2,615,105,1,7,840003,1999,19991206,840004,NA,1240,0.78534,0.833333,0.78534,3,2,0,0.582855,0.915,0.494954,1,0,0.66,0.66,0.44,1,0,1,0.166667,0.388889,1,1,1,1,1,1,0.33,0.66,NA,0.50253,0.66,1,0,0,0.333333,1,1,1,1,1,1,0.555556,0.444444,0.444444,0.481481,1,0.33,0,0.165,0.165,1,2,8400480277,4
"278",4,"USA",2,"USA",840,840,4702,1,3,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,3,2,4,3,4,4,4,2,NA,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,4,8,10,5,1,2,1,1,1,2,1,2,2,1,1,1,1,1,4,1,2,5,1,1,2,1,1,1,2,1,2,NA,2,1,4,1,3,1,4,4,1,2,1,4,1,4,2,2,2,1,1,1,1,3,1,3,1,2,1,6,2,6,5,7,5,7,1,1,2,3,3,NA,2,3,3,3,3,2,1,NA,NA,NA,NA,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,9e+07,9,3,1,1,1,1,1,1,NA,1,1,1,10,1,1,1,4,2,5,2,6,5,6,6,6,5,6,6,6,6,2,1,1,3,1102,1240,840002,840002,5,840001,2,1977,22,1,1,4,2,840118,16,2,2,9,1,NA,NA,3,3,2,840002,2,300,100,1,6,840003,1999,19991123,840004,NA,1240,0.78534,0.833333,0.78534,1,2,0,0.364388,0.915,0.513473,1,0,0,0,0,1,0,0,0.333333,0.111111,1,1,1,1,1,1,0.33,0.33,NA,0.34644,0.66,1,0,1,0.666667,1,0,1,1,0.666667,1,0.555556,0.555556,0.555556,0.555556,1,0.33,0,0.165,0.165,1,2,8400480278,4
"279",4,"USA",2,"USA",840,840,4703,1,1,2,3,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,7,5,7,2,2,NA,1,2,1,1,1,2,1,1,1,2,1,1,2,3,2,2,1,1,3,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,3,3,1,8,2,7,7,7,8,8,2,1,2,2,1,3,2,2,3,3,3,3,2,2,2,3,2,6,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,9e+07,9,2,1,1,1,1,1,1,2,1,1,1,10,1,1,2,1,2,1,2,9,8,8,9,8,9,8,9,9,8,2,1,1,2,1102,1240,840002,840002,5,NA,2,1975,24,1,1,8,3,840122,17,2,1,9,2,1,12,1,2,6,840006,2,500,50,2,6,840003,1999,19991204,840004,NA,1240,0.78534,0.833333,0.78534,2,2,NA,0.419666,0.915,0.355787,1,0.5,0,0.33,0.276667,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0.33,0.33,NA,0.34644,0.66,1,0,0,0.333333,1,0,0.33,0,0.11,1,0.777778,0.777778,0.888889,0.814815,1,0.33,0,0.165,0.165,1,2,8400480279,4
"280",4,"USA",2,"USA",840,840,4704,1,2,1,3,1,2,2,3,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,3,1,4,4,2,3,4,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,3,1,1,2,10,5,4,2,1,1,1,1,1,1,1,1,1,2,1,2,1,5,1,2,2,1,2,1,2,2,2,1,1,2,2,2,4,3,3,1,NA,4,3,4,3,2,3,4,1,1,3,3,1,1,1,2,1,2,2,2,2,6,NA,10,NA,1,1,6,1,1,1,3,1,NA,2,3,3,3,2,2,2,3,2,1,1,6,1,1,2,1,3,4,3,3,2,2,3,1,4,1,1,2,1,1,2,2,9e+07,9,6,NA,2,2,NA,NA,1,NA,1,1,1,10,1,1,NA,3,3,3,3,1,1,1,1,1,1,NA,NA,1,1,3,5,1,4,1102,1240,840002,840002,NA,840001,1,1970,29,1,2,8,3,840122,18,2,1,7,1,NA,NA,NA,4,3,840003,3,NA,NA,2,6,840003,1999,19991123,840004,NA,1240,1.376147,0.833333,1.376147,3,2,0,0.23298,0.83,0.58352,0.83,0,0,0.33,0.11,1,0.33,NA,0.833333,0.60583,0.66,0,0,0,0,1,0,0.33,NA,0.21609,0.66,0,0,1,0.333333,1,1,NA,1,0.9,0.66,0,NA,NA,NA,0.66,0.33,1,0.665,0.665,1,2,8400480280,4
"281",4,"USA",2,"USA",840,840,4705,1,1,2,3,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,3,4,4,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,3,3,9,10,9,2,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,5,3,1,2,1,6,0,3,2,2,2,2,2,3,2,4,1,3,3,3,1,2,3,3,4,2,2,3,1,1,1,1,2,1,3,3,3,3,1,2,8,8,9,10,8,3,1,4,3,2,3,3,3,3,3,3,3,3,3,3,3,1,8,2,3,4,1,3,2,3,2,2,2,2,2,1,2,3,2,2,1,1,1,100000020,0,2,1,2,1,1,2,1,2,1,1,1,10,1,1,1,4,4,2,4,8,6,9,1,1,1,1,1,9,1,3,1,1,4,1102,1240,840002,840002,840005,840001,1,1979,20,1,1,4,2,840118,17,1,2,7,2,1,7,1,2,8,840008,3,140,140,1,7,840003,1999,19991201,840004,NA,1240,1.376147,0.833333,1.376147,3,2,NA,0.399851,0.915,0.400833,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,1,1,0,0.666667,1,1,0.66,NA,0.76718,0.66,0,0,0,0,1,1,0.66,0.66,0.773333,1,0,0,0,0,1,0.66,1,0.83,0.83,1,2,8400480281,4
"282",4,"USA",2,"USA",840,840,4706,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,7,10,10,3,2,1,1,2,1,2,2,2,2,2,2,2,1,4,3,3,2,5,2,1,1,1,6,0,3,1,2,2,2,1,2,2,3,2,2,4,1,2,1,4,1,4,1,2,3,1,1,1,1,2,2,3,2,3,3,7,2,6,3,8,1,5,3,1,1,2,2,2,1,2,2,2,2,2,3,3,3,2,4,8,2,2,4,1,1,3,3,3,2,2,2,1,3,1,1,NA,3,3,1,1,2e+07,2,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,4,1,5,1,1,1,1,1,1,1,6,6,1,1,2,1,1,1103,1240,840001,840001,840002,5,1,1965,34,2,2,9,3,840123,22,1,1,3,1,NA,NA,1,3,5,840005,3,1100,60,2,5,840002,1999,19991126,840004,NA,1240,1.376147,0.833333,1.376147,1,2,0,0.015,0.915,0.365046,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,NA,0.06,0.66,0,1,0,0.333333,1,1,0.33,1,0.776667,1,0,0,0.555556,0.185185,1,0.33,0,0.165,0.165,1,2,8400480282,4
"283",4,"USA",2,"USA",840,840,4707,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,4,4,1,3,2,4,4,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,3,1,10,8,8,5,1,4,1,2,2,2,2,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,3,1,1,2,2,2,3,2,3,1,4,4,3,2,2,4,4,1,2,2,2,1,1,1,1,4,NA,3,3,3,3,9,2,7,5,7,5,9,3,1,3,2,1,1,1,3,3,3,2,1,1,1,3,NA,2,6,1,1,3,1,2,NA,NA,NA,NA,2,2,1,1,2,2,2,2,1,2,1,100000020,0,1,1,2,1,2,1,1,2,1,1,1,10,1,1,1,1,4,2,4,3,6,1,1,1,1,1,1,1,1,3,1,1,5,1102,1240,840002,840002,5,840001,2,1972,27,1,2,5,2,840119,18,1,7,5,2,1,5,1,3,2,840002,3,1020,120,1,7,840003,1999,19991202,840004,NA,1240,0.78534,0.833333,0.78534,3,3,NA,0.191008,0.915,0.5,1,0,0,0.33,0.11,1,0,0,0,0,1,1,0,0,0.333333,1,0.66,0,NA,0.3207,0.66,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,2,8400480283,4
"284",4,"USA",2,"USA",840,840,4708,1,1,2,1,1,1,1,2,3,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,3,2,4,3,3,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,9,9,8,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,3,1,4,4,1,2,2,1,1,2,1,1,1,4,4,1,2,1,2,1,3,2,1,1,1,1,1,3,1,2,3,3,3,3,8,3,10,10,10,10,8,2,2,3,3,3,NA,NA,4,4,4,NA,3,3,2,3,3,3,5,2,2,2,2,3,2,4,4,1,3,3,1,3,2,1,2,3,1,1,2,9e+07,9,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,2,4,2,1,1,1,1,10,1,5,5,6,1,1,3,2,1,1102,1240,840002,840002,840005,840001,2,1935,64,3,5,4,2,840118,22,2,4,NA,2,2,3,3,4,5,840005,3,1100,100,2,6,840003,1999,19991205,840004,NA,1240,0.78534,0.833333,0.78534,2,2,1,0.036667,0.915,0.531991,1,0,0.33,0,0.11,1,0,0,0,0,1,0,0,0,0,1,0.66,NA,NA,NA,0.66,1,0,0,0.333333,1,1,1,1,1,1,1,0.444444,0.444444,0.629629,1,0.33,0,0.165,0.165,1,2,8400480284,4
"285",4,"USA",2,"USA",840,840,4709,1,2,2,3,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,3,3,1,4,2,4,4,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,3,1,7,9,9,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,4,4,2,2,1,3,2,2,2,2,2,2,2,3,1,3,1,4,4,3,1,3,2,4,1,2,1,1,3,2,1,3,4,2,3,3,2,3,4,2,1,4,2,10,7,3,2,3,4,3,3,3,4,4,4,3,4,4,3,4,4,4,7,2,2,4,2,3,3,3,3,2,3,3,1,3,3,1,3,3,1,1,1,9e+07,9,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,6,1,6,8,3,1,1,2,1,4,1102,1240,840002,840002,NA,NA,2,1957,42,2,3,7,3,840121,24,2,1,5,1,NA,NA,1,4,4,840004,3,230,100,1,6,840003,1999,19991204,840004,NA,1240,0.78534,0.833333,0.78534,2,2,NA,0.227387,0.915,0.656991,1,0.5,0,0.33,0.276667,1,0,0,0,0,1,0,0,0,0,1,0.66,0.66,NA,0.63288,0.66,1,0,0,0.333333,1,1,1,1,1,1,0.555556,0.555556,0.777778,0.62963,1,0.33,1,0.665,0.665,1,2,8400480285,4
"286",4,"USA",2,"USA",840,840,4710,1,2,1,1,1,1,1,2,3,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,7,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,5,1,2,2,2,1,1,3,2,2,2,3,1,3,1,2,1,2,2,1,1,1,1,1,3,1,2,2,2,2,2,3,2,6,6,5,5,5,2,1,2,2,2,2,2,2,2,2,2,2,NA,4,NA,2,2,6,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,9e+07,9,2,1,1,1,1,1,1,1,1,1,1,10,1,1,1,2,3,2,2,5,5,5,5,4,5,3,5,3,3,1,2,1,3,1102,1240,840002,840002,840001,NA,2,1971,28,1,2,3,1,840117,18,1,7,NA,2,1,2,1,4,5,840005,2,145,45,2,7,840003,1999,19991206,840004,NA,1240,0.78534,0.833333,0.78534,3,2,0,0.350499,0.915,0.519583,1,0,0,0,0,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0.33,0.33,NA,0.34644,0.66,1,0,1,0.666667,1,1,0.33,0.66,0.663333,1,0.333333,0.222222,0.444444,0.333333,1,0.33,0.5,0.415,0.415,1,2,8400480286,4
